,gender,age,id,became_member_on,income
16138,M,24,0fb6a9f16f5d4ef19645892199b798a1,20180407,39000.0
16142,F,48,053de26a38684d628b83fef38eae0c69,20170802,34000.0
16144,M,33,df19a9e4851c4d1dbf3d01024e0229cb,20150801,33000.0
16161,M,30,705dafd0d518463ead91bf8d525e688a,20171112,33000.0
16197,M,39,0679b66105224a0c960efdb95f19ee1d,20160430,32000.0
16206,M,60,566145cd56b14c8dbac2e473114a777d,20180318,38000.0
16207,F,46,aca8c903aaf54ff5b9fd388f8fd0a013,20180617,34000.0
16220,M,58,7a910b1814714b69b40ba0cb0fe75870,20160212,34000.0
16223,M,59,f86bf195d4dd453b9e5bee433fe4ae7f,20150807,31000.0
16224,F,39,a762f4e5106948429941aeceae74a968,20170102,34000.0
16226,F,60,34c0f36f5f504ead86c1378c7d41d8f6,20171007,35000.0
16227,M,91,ac3e5e1cf92a4cbe84636087fa45204a,20160613,33000.0
16240,M,20,1d832bb5ffc6420ea7cea524ccdd45e1,20170720,37000.0
16241,F,38,a690ca5661d64d958f12f893c96ada80,20170811,37000.0
16249,M,43,ee97fbfe90d74ca4b9c94bbbb445473b,20160425,31000.0
16253,M,28,8039db6f3c2e4b7787ec0aa5a14b68d3,20180302,39000.0
16259,M,28,a1937fea175243939f6b096f50f1358a,20180315,37000.0
16283,M,24,0ba0d7ac80a94d28b831018681656c8d,20160525,36000.0
16292,M,48,970bfe553cdc407aa37edda3d0713b6f,20150418,31000.0
16296,M,20,397363559b35488cb7f52f79b055a331,20180519,34000.0
16299,F,59,d0ef0a78fe33476db4032b3282f445cb,20160508,32000.0
16300,F,41,e9641ed9e2c743889ae3e96f528ef459,20160603,34000.0
16311,M,36,ee6dbee45a524e1f8743de61b4816bf3,20180104,31000.0
16312,F,73,f1d00cd4318b4e32a45ef385b13703a9,20171014,31000.0
16317,F,49,d27bd552c2504a028f4b8880b9a83128,20180322,31000.0
16326,M,47,04362cece3104f4ebcb3d49ef0bc7e9c,20151018,38000.0
16342,M,32,754bb232d09c4cadbee345cedadf3b01,20171011,34000.0
16352,M,46,0a2d35d038d04a3698c382cc9cb976f9,20160611,36000.0
16363,F,44,3b3e4f3238db42eebb04b1f658b55a9f,20171120,31000.0
16369,M,30,fbbb0695ad9e42c6bd97c0cc9446cb77,20180327,38000.0
16372,M,71,994f18989ec64fcb9f9087bfab2bf78b,20180628,32000.0
16381,M,65,5c73c99208e449129397591e045e641f,20171218,36000.0
16395,M,24,499adb0c765b4c248016fe4d4929cbd6,20170815,33000.0
16413,M,48,2e4fa11a577f4e75a3d1c31340c0827f,20180527,36000.0
16425,F,42,6aee3fa27e9f4699ad712a351e812ca3,20170731,38000.0
16429,M,73,2b69a8e9e0034b10acd605d3f32f03d1,20170820,33000.0
16436,F,67,5285331356c148d5a1346881567a2334,20170213,36000.0
16454,M,36,093f0c09cc7242228edbb0e52ca14af6,20170617,35000.0
16455,M,52,01176ee7289b48e39ee6261d5c071a07,20180501,38000.0
16457,M,54,3ccc9efe36dc4f13a8a5fc3f3f655f2a,20160612,38000.0
16463,M,22,5be985879764422ebc1142e867d1bfb0,20140329,35000.0
16464,M,40,aa2ce1ef34e449e08927def4d1393403,20151031,37000.0
16465,M,27,6c5e611cd1284709b634ff1740d13265,20171202,39000.0
16467,M,48,e856cd5b7ad84f6c9d2e9f5d5a8bf02c,20180717,32000.0
16479,M,28,70e9b529f05c4cd09ae347f9537307df,20171020,34000.0
16483,M,40,16fd6bf8ff6946ef93d84851eaa1399c,20170730,37000.0
16485,F,21,45b992ec94974dd690d1ad47104e9dd9,20140130,34000.0
16490,M,43,9f406c4d46b14c73817d1a45766db166,20180708,37000.0
16495,M,23,65662d07621d408eab4f81f7ac19d1f2,20151116,31000.0
16501,F,34,41afeb5ecf2b493282ee6e71942cb029,20171027,37000.0
16504,M,51,4a63ea5abbb1401e877d73e7e9398e13,20180403,39000.0
16506,F,69,7162f34d38404b539ce4f1a853e360a3,20141113,34000.0
16522,F,47,2e3cd445c56249779436d732f8b04e12,20150813,33000.0
16527,F,46,7dc9f81c5d1542b192c3af2bc70924e1,20171012,31000.0
16530,F,55,98e39d45023d4ecabec274f5678d8e61,20180117,35000.0
16543,M,55,71c05b9c8f4e49adb536806b374f1aa0,20170917,34000.0
16570,M,51,ba6b5ff2bf0d45fda3615540f7f02024,20171019,33000.0
16573,M,49,dd94b5b3913b46bf80a0b6f18c299b21,20170904,32000.0
16577,F,72,394775ef5c614facb20af9e4fc9a9f23,20161116,33000.0
16579,F,60,04326bc8a2e94fe09557d30388647e52,20170906,30000.0
16584,M,66,1cb38fd0d87f416ebb598072f22a7c66,20150707,32000.0
16604,M,43,a8d1e484ebc147d5a45adfb6219c5a87,20151105,37000.0
16625,M,48,c21ef06eea844a35aa5eb778429cde21,20161127,33000.0
16635,M,63,8376484728e64b80bfb197c145adef3e,20161220,31000.0
16657,M,60,2d7d3c1ae1d74058be407c1f6b0371ab,20171212,31000.0
16682,M,53,6e98e2519dec4e7d843ed4df0261b401,20170916,35000.0
16694,M,29,92b50340df874719963b15c5bd8bc226,20180220,35000.0
16706,F,56,cc251fdc5cc24936a741924a785ede5e,20180105,36000.0
16709,M,56,2be2489db35e4ac7873e295cc2f4914b,20180226,34000.0
16715,F,85,e2fa490b0c9f44228ba46919ba32958c,20170905,37000.0
16720,F,68,5fc90103b7f74459bcbb2778c223d02e,20160707,31000.0
16730,M,73,857ae53b4f1f4461b2001ed57673f984,20171024,33000.0
16738,M,38,d86d562ac40c482194fcd54999f82148,20160729,37000.0
16744,F,37,3a1cca6c614e4541b8b7478afbb72ac9,20151123,32000.0
16758,M,48,b3883064435140ce8feac3c1da259948,20180212,36000.0
16767,M,39,8431c16f8e1d440880db371a68f82dd0,20180627,39000.0
16773,F,37,0dd489ee7a524f6c81947243b4ced288,20161230,35000.0
16786,F,21,b5b515ff26234d548bad3558992d1389,20170923,36000.0
16790,M,60,1a1b7a0a9c6a400f837c4c06a41bf2e5,20180505,37000.0
16799,M,42,ca5815021d3c42e2bef68f023a7764d0,20171027,33000.0
16801,M,33,106a0aa3ec754404b210cfce31790970,20171229,31000.0
16808,F,22,153e3fba42944ee78b570d202a0494ef,20170928,36000.0
16843,M,47,37e2ab4175504521a00f1f2a8a9e5a63,20170608,31000.0
16859,M,61,11ff03cea2e6497fa70fbd9986d5d1dd,20180202,34000.0
16867,M,34,b29f03fcfc844f01b93c28ce950a2cd7,20180310,31000.0
16872,M,27,c46979c4562b459b8da06acd4be9ab77,20170412,36000.0
16876,M,54,42fd8e1e7c4548c9b4c151a1c3af134b,20170912,33000.0
16880,M,40,fa6d42c4ab4342078a8eeb1a3edfa11e,20170620,36000.0
16881,F,30,369802800cf0416faada0b21b50da22d,20171220,37000.0
16884,M,39,f367a50b86d049799bbb0eb645ee834c,20180217,33000.0
16898,M,20,6336013a90cf4971ab0e41ad08a858db,20171115,34000.0
16908,M,58,0e79ee043ba442189e07d907c5590c98,20180624,39000.0
16922,F,18,379ef2e7156d4e339bc81b29e38548f6,20151219,31000.0
16929,M,30,d77c7af5ddae45138fd6a6f427d53766,20171223,38000.0
16946,F,51,1edd693f0c7b49dfa8b33d5e28740151,20180412,31000.0
16954,F,65,22ce932a14c34f2fbd3d36d4f3a598d5,20170705,35000.0
16957,M,21,a16a9c5a2aaa4b14a3ae6b94080a2812,20171030,35000.0
16965,M,52,e340cbf00a914f0c958577c0af36ed8a,20180409,34000.0
16990,F,70,79edb810789c447e8d212a324b44cc16,20160310,39000.0
