,storeNumber,countryCode,opening_times,closing_times,duration
6384,7527-12395,US,05:00:00,20:00:00,15:00:00
6385,15490-155732,US,08:00:00,21:00:00,13:00:00
6386,20142-186047,US,06:00:00,20:00:00,14:00:00
6387,22910-225846,US,06:00:00,21:00:00,15:00:00
6388,21465-210824,US,08:00:00,21:00:00,13:00:00
6389,7906-86021,US,05:30:00,22:00:00,16:30:00
6390,74153-17931,US,06:00:00,20:00:00,14:00:00
6391,79722-121146,US,06:00:00,20:00:00,14:00:00
6392,19853-202204,US,05:00:00,21:30:00,16:30:00
6393,3938-145347,US,08:00:00,21:00:00,13:00:00
6394,7365-1289,US,06:00:00,21:00:00,15:00:00
6395,7231-580,US,05:00:00,19:00:00,14:00:00
6396,74148-18056,US,06:00:00,20:00:00,14:00:00
6397,11184-104244,US,05:00:00,20:00:00,15:00:00
6398,74172-34959,US,06:00:00,20:00:00,14:00:00
6399,75425-107208,US,08:00:00,19:00:00,11:00:00
6400,26030-243146,US,05:30:00,20:30:00,15:00:00
6401,20275-204207,US,06:00:00,20:00:00,14:00:00
6402,715-1119,US,05:00:00,18:00:00,13:00:00
6403,7437-240838,US,05:00:00,22:00:00,17:00:00
6404,47764-259344,US,06:00:00,20:00:00,14:00:00
6405,56883-289980,US,05:30:00,20:00:00,14:30:00
6406,49111-266804,US,07:00:00,21:00:00,14:00:00
6407,7516-5142,US,04:30:00,19:30:00,15:00:00
6408,49987-272024,US,05:30:00,20:00:00,14:30:00
6409,743-294452,US,05:00:00,20:00:00,15:00:00
6410,13235-105606,US,05:00:00,20:00:00,15:00:00
6411,47040-256424,US,05:30:00,20:00:00,14:30:00
6412,7764-61020,US,05:00:00,19:30:00,14:30:00
6413,14526-123746,US,06:00:00,18:00:00,12:00:00
6414,4175-99565,US,06:00:00,20:00:00,14:00:00
6415,9836-291271,US,05:00:00,21:30:00,16:30:00
6416,16990-166425,US,05:30:00,19:30:00,14:00:00
6417,75892-103960,US,07:00:00,19:00:00,12:00:00
6418,17280-171968,US,08:00:00,21:00:00,13:00:00
6419,23676-138166,US,06:00:00,19:00:00,13:00:00
6420,10786-102047,US,05:00:00,21:00:00,16:00:00
6421,75259-90428,US,07:30:00,22:00:00,14:30:00
6422,72861-74448,US,06:00:00,20:00:00,14:00:00
6423,8879-94340,US,05:30:00,20:00:00,14:30:00
6424,59231-293478,US,05:00:00,21:00:00,16:00:00
6425,16037-166007,US,06:00:00,20:00:00,14:00:00
6426,72865-262664,US,06:00:00,20:00:00,14:00:00
6427,19772-188124,US,05:00:00,21:00:00,16:00:00
6428,51209-277546,US,05:30:00,21:00:00,15:30:00
6429,19923-195067,US,06:00:00,20:00:00,14:00:00
6430,21642-212105,US,06:00:00,20:00:00,14:00:00
6431,23420-229545,US,05:00:00,21:00:00,16:00:00
6432,11373-103632,US,05:00:00,21:00:00,16:00:00
6433,56919-289462,US,08:00:00,20:00:00,12:00:00
6434,54074-282544,US,07:00:00,15:00:00,08:00:00
6435,56480-290372,US,08:00:00,20:00:00,12:00:00
6436,73845-119746,US,06:00:00,17:00:00,11:00:00
6437,29009-133410,US,06:00:00,18:00:00,12:00:00
6438,9772-98362,US,05:00:00,21:00:00,16:00:00
6439,21314-209465,US,05:00:00,21:00:00,16:00:00
6440,24886-237519,US,06:00:00,20:00:00,14:00:00
6441,61888-295459,US,06:00:00,13:00:00,07:00:00
6442,72585-107978,US,06:00:00,20:00:00,14:00:00
6443,55852-288601,US,08:00:00,20:00:00,12:00:00
6444,2831-250113,US,06:00:00,21:00:00,15:00:00
6445,72862-87657,US,06:00:00,20:00:00,14:00:00
6446,79301-100891,US,06:00:00,20:00:00,14:00:00
6447,47260-256128,US,06:00:00,20:00:00,14:00:00
6448,60946-293426,US,06:00:00,20:00:00,14:00:00
6449,18031-108122,US,06:00:00,20:00:00,14:00:00
6450,72460-8953,US,07:00:00,15:00:00,08:00:00
6451,72459-8952,US,06:00:00,19:00:00,13:00:00
6452,14733-121906,US,05:30:00,21:00:00,15:30:00
6453,24658-236871,US,05:00:00,21:30:00,16:30:00
6454,66288-300446,US,07:00:00,19:00:00,12:00:00
6455,15621-160611,US,07:00:00,20:00:00,13:00:00
6456,15622-160612,US,07:00:00,20:00:00,13:00:00
6457,61070-295208,US,06:30:00,19:00:00,12:30:00
6458,29829-248567,US,06:00:00,11:00:00,05:00:00
6459,76605-103823,US,08:00:00,21:00:00,13:00:00
6461,23111-178307,US,10:00:00,22:00:00,12:00:00
6462,9440-96856,US,05:00:00,22:00:00,17:00:00
6463,10465-99640,US,05:00:00,19:00:00,14:00:00
6464,3399-77141,US,06:00:00,17:00:00,11:00:00
6465,72697-77801,US,07:00:00,21:00:00,14:00:00
6466,14044-108071,US,00:00:00,00:00:00,00:00:00
6467,79496-94713,US,06:00:00,19:00:00,13:00:00
6468,79541-101961,US,06:00:00,19:00:00,13:00:00
6469,79416-103054,US,06:00:00,19:00:00,13:00:00
6470,74193-26809,US,06:00:00,19:00:00,13:00:00
6471,73737-106087,US,06:00:00,20:00:00,14:00:00
6472,14042-108068,US,05:00:00,21:00:00,16:00:00
6473,14041-108067,US,04:30:00,20:00:00,15:30:00
6474,480-12794,US,05:00:00,19:00:00,14:00:00
6475,74376-101348,US,06:00:00,20:00:00,14:00:00
6476,47990-255371,US,05:00:00,19:30:00,14:30:00
6477,435-149,US,04:30:00,18:30:00,14:00:00
6478,50363-272409,US,04:30:00,20:00:00,15:30:00
6479,16862-170379,US,06:00:00,19:00:00,13:00:00
6480,18729-153474,US,05:00:00,20:00:00,15:00:00
6481,72746-71620,US,06:00:00,19:00:00,13:00:00
6482,491-31999,US,05:00:00,18:00:00,13:00:00
6483,420-164,US,05:00:00,18:30:00,13:30:00
6484,49339-266665,US,06:00:00,20:00:00,14:00:00
6485,74277-35465,US,06:00:00,15:30:00,09:30:00
6486,468-840,US,04:30:00,22:30:00,18:00:00
6487,60373-294558,US,05:00:00,19:00:00,14:00:00
6488,437-148,US,05:30:00,17:00:00,11:30:00
6489,24937-228204,US,05:00:00,15:00:00,10:00:00
6490,29354-250711,US,06:00:00,19:00:00,13:00:00
6491,413-183,US,05:00:00,18:00:00,13:00:00
6492,79597-100303,US,07:00:00,16:00:00,09:00:00
6493,79501-104105,US,06:00:00,19:00:00,13:00:00
6494,465-1682,US,05:00:00,19:00:00,14:00:00
6495,8841-85602,US,08:00:00,21:00:00,13:00:00
6496,3374-67080,US,04:30:00,19:30:00,15:00:00
6497,22003-216444,US,04:30:00,19:00:00,14:30:00
6498,475-7987,US,05:00:00,18:00:00,13:00:00
6499,3386-297543,US,05:00:00,20:00:00,15:00:00
6500,11545-104200,US,04:30:00,20:00:00,15:30:00
6501,76523-99426,US,07:00:00,21:00:00,14:00:00
6502,11544-103918,US,04:30:00,20:00:00,15:30:00
6503,74498-77303,US,06:00:00,19:00:00,13:00:00
6504,79372-101496,US,06:00:00,20:00:00,14:00:00
6505,51968-278564,US,05:00:00,21:00:00,16:00:00
6506,54666-282206,US,08:00:00,21:00:00,13:00:00
6507,13671-107166,US,04:30:00,22:00:00,17:30:00
6508,22524-221624,US,04:30:00,21:00:00,16:30:00
6509,66476-299915,US,05:00:00,21:00:00,16:00:00
6510,51933-278829,US,05:30:00,21:00:00,15:30:00
6511,25715-242266,US,04:30:00,20:30:00,16:00:00
6512,79460-98027,US,06:00:00,21:00:00,15:00:00
6513,10297-96582,US,04:30:00,21:30:00,17:00:00
6514,76293-90360,US,08:00:00,21:00:00,13:00:00
6515,6486-171067,US,04:30:00,21:00:00,16:30:00
6516,6413-251647,US,04:30:00,21:00:00,16:30:00
6517,6377-27528,US,04:30:00,21:30:00,17:00:00
6518,682-1361,US,05:00:00,21:00:00,16:00:00
6519,76691-98000,US,08:00:00,21:00:00,13:00:00
6520,72822-86567,US,06:00:00,21:00:00,15:00:00
6521,6734-77342,US,05:00:00,20:00:00,15:00:00
6522,6933-74050,US,09:30:00,20:30:00,11:00:00
6523,76444-90362,US,08:00:00,21:00:00,13:00:00
6524,10578-101277,US,05:00:00,21:00:00,16:00:00
6525,22307-211216,US,04:30:00,22:00:00,17:30:00
6526,65278-297298,US,05:00:00,21:00:00,16:00:00
6527,26009-243185,US,05:00:00,21:00:00,16:00:00
6528,74382-85964,US,06:00:00,20:00:00,14:00:00
6529,29006-236927,US,06:00:00,21:00:00,15:00:00
6530,72769-78322,US,06:00:00,21:00:00,15:00:00
6531,10413-97420,US,05:30:00,20:30:00,15:00:00
6532,6517-245025,US,04:30:00,21:30:00,17:00:00
6533,14651-118844,US,07:30:00,20:00:00,12:30:00
6534,79443-98034,US,06:00:00,21:00:00,15:00:00
6535,6290-1863,US,05:00:00,21:00:00,16:00:00
6536,79444-86585,US,06:00:00,21:00:00,15:00:00
6537,11570-104592,US,05:00:00,21:00:00,16:00:00
6538,2834-92600,US,05:00:00,21:00:00,16:00:00
6539,79434-103771,US,06:00:00,20:00:00,14:00:00
6540,75862-97996,US,04:45:00,12:45:00,08:00:00
6541,11881-104661,US,04:30:00,22:00:00,17:30:00
6542,2781-241028,US,05:00:00,17:00:00,12:00:00
6543,19394-93009,US,06:00:00,20:00:00,14:00:00
6544,76443-97501,US,08:00:00,21:00:00,13:00:00
6545,9404-96433,US,05:00:00,21:00:00,16:00:00
6546,60836-294914,US,08:00:00,21:00:00,13:00:00
6547,61853-296215,US,06:00:00,16:00:00,10:00:00
6548,2560-40499,US,05:30:00,19:00:00,13:30:00
6549,72805-74185,US,06:00:00,20:00:00,14:00:00
6550,56251-286577,US,07:00:00,21:00:00,14:00:00
6551,2434-12757,US,06:00:00,20:30:00,14:30:00
6552,48989-266064,US,06:00:00,21:00:00,15:00:00
6553,63721-297535,US,06:00:00,21:00:00,15:00:00
6554,10644-101712,US,04:30:00,00:00:00,19:30:00
6555,50540-268924,US,08:00:00,21:00:00,13:00:00
6556,53770-267564,US,06:00:00,21:00:00,15:00:00
6557,23830-233484,US,05:00:00,20:30:00,15:30:00
6558,8815-89541,US,04:30:00,21:30:00,17:00:00
6559,72693-76607,US,07:00:00,20:00:00,13:00:00
6560,14193-84300,US,05:00:00,21:30:00,16:30:00
6561,10979-102901,US,05:00:00,20:30:00,15:30:00
6562,6296-242306,US,05:00:00,20:30:00,15:30:00
6563,79717-125807,US,06:00:00,20:00:00,14:00:00
6564,79727-125810,US,06:00:00,20:00:00,14:00:00
6565,6619-67341,US,05:00:00,21:30:00,16:30:00
6566,56536-289844,US,06:00:00,21:00:00,15:00:00
6567,79219-98024,US,06:00:00,21:00:00,15:00:00
6568,9312-95881,US,05:00:00,21:00:00,16:00:00
6569,29532-210104,US,10:00:00,20:00:00,10:00:00
6570,17859-180385,US,05:00:00,21:30:00,16:30:00
6571,56534-289842,US,06:00:00,21:00:00,15:00:00
6572,15196-149946,US,06:00:00,20:00:00,14:00:00
6573,6336-10667,US,05:00:00,21:00:00,16:00:00
6574,74644-102987,US,06:00:00,20:00:00,14:00:00
6575,6312-243756,US,05:00:00,20:30:00,15:30:00
6576,16382-160644,US,05:00:00,21:00:00,16:00:00
6577,79528-102986,US,06:00:00,20:00:00,14:00:00
6578,72663-64980,US,08:00:00,21:00:00,13:00:00
6579,6699-57119,US,05:00:00,21:00:00,16:00:00
6580,72698-78188,US,08:00:00,21:00:00,13:00:00
6581,78019-107624,US,07:00:00,20:00:00,13:00:00
6582,2801-84466,US,04:30:00,21:00:00,16:30:00
6583,11944-105440,US,05:00:00,21:00:00,16:00:00
6584,74641-102506,US,06:00:00,20:00:00,14:00:00
6585,76173-90320,US,08:00:00,20:00:00,12:00:00
6586,6376-156468,US,05:00:00,12:30:00,07:30:00
6587,27038-246470,US,05:00:00,20:00:00,15:00:00
6588,25202-201748,US,06:00:00,21:00:00,15:00:00
6589,50838-276386,US,05:00:00,20:00:00,15:00:00
6590,29132-252020,US,05:00:00,20:00:00,15:00:00
6591,6313-1559,US,06:30:00,18:00:00,11:30:00
6592,13726-108301,US,05:00:00,21:00:00,16:00:00
6593,21683-212746,US,05:30:00,18:00:00,12:30:00
6594,27183-246608,US,06:00:00,14:00:00,08:00:00
6595,19882-189286,US,05:30:00,20:30:00,15:00:00
6596,79310-102567,US,06:00:00,21:00:00,15:00:00
6597,79687-121246,US,06:00:00,20:00:00,14:00:00
6598,17766-183446,US,05:00:00,19:00:00,14:00:00
6599,57111-290979,US,04:30:00,19:00:00,14:30:00
6600,50835-256633,US,05:30:00,21:00:00,15:30:00
6601,8680-94038,US,05:00:00,21:00:00,16:00:00
6602,6698-185024,US,05:00:00,21:00:00,16:00:00
6603,50474-269987,US,06:00:00,20:00:00,14:00:00
6604,47130-256630,US,08:00:00,21:00:00,13:00:00
6605,57793-291898,US,06:00:00,14:00:00,08:00:00
6606,19316-200404,US,06:00:00,21:00:00,15:00:00
6607,6552-63759,US,06:00:00,16:00:00,10:00:00
6608,62185-293530,US,05:00:00,21:00:00,16:00:00
6609,10981-101384,US,05:00:00,21:00:00,16:00:00
6610,15950-156107,US,06:00:00,21:00:00,15:00:00
6611,22479-204627,US,07:00:00,16:00:00,09:00:00
6612,8816-93415,US,05:30:00,21:00:00,15:30:00
6613,76824-110963,US,08:00:00,21:00:00,13:00:00
6614,57473-290247,US,06:00:00,21:00:00,15:00:00
6615,64727-294815,US,05:00:00,21:00:00,16:00:00
6616,28182-250433,US,05:00:00,21:00:00,16:00:00
6617,58387-292554,US,05:00:00,21:00:00,16:00:00
6618,52848-265905,US,06:00:00,21:00:00,15:00:00
6619,15102-149949,US,06:00:00,20:00:00,14:00:00
6620,6796-57099,US,05:00:00,20:30:00,15:30:00
6621,6583-30137,US,05:00:00,21:00:00,16:00:00
6622,60736-293803,US,06:00:00,17:00:00,11:00:00
6623,65492-299310,US,05:00:00,21:00:00,16:00:00
6624,63417-294814,US,05:30:00,21:00:00,15:30:00
6625,79516-102504,US,06:00:00,20:00:00,14:00:00
6626,72184-24547,US,08:00:00,21:00:00,13:00:00
6627,6366-25488,US,05:00:00,22:00:00,17:00:00
6628,22063-204625,US,05:00:00,21:00:00,16:00:00
6629,6355-22782,US,09:00:00,20:00:00,11:00:00
6630,56504-290160,US,11:00:00,18:00:00,07:00:00
6631,62731-296113,US,05:30:00,20:30:00,15:00:00
6632,52328-278345,US,06:30:00,15:30:00,09:00:00
6633,48489-263454,US,05:30:00,22:00:00,16:30:00
6634,29495-251004,US,05:30:00,20:30:00,15:00:00
6635,24468-238040,US,05:00:00,20:30:00,15:30:00
6636,11306-103887,US,05:00:00,21:00:00,16:00:00
6637,25995-240964,US,06:00:00,21:00:00,15:00:00
6638,6411-29237,US,05:00:00,20:00:00,15:00:00
6639,70360-139508,US,08:00:00,21:00:00,13:00:00
6640,25985-237678,US,06:00:00,21:00:00,15:00:00
6641,57498-290073,US,06:00:00,15:00:00,09:00:00
6642,79226-95137,US,06:00:00,21:00:00,15:00:00
6643,19785-201747,US,06:00:00,21:00:00,15:00:00
6644,13818-107963,US,05:00:00,20:30:00,15:30:00
6645,24471-238036,US,05:00:00,19:00:00,14:00:00
6646,10922-100606,US,05:00:00,20:00:00,15:00:00
6647,76712-100222,US,08:00:00,21:00:00,13:00:00
6648,6295-1818,US,05:30:00,21:30:00,16:00:00
6649,6579-65260,US,05:30:00,20:00:00,14:30:00
6650,10088-99039,US,05:00:00,21:00:00,16:00:00
6651,50230-272105,US,06:00:00,20:00:00,14:00:00
6652,6323-267947,US,05:00:00,21:30:00,16:30:00
6653,10795-101754,US,06:00:00,18:00:00,12:00:00
6654,74406-51799,US,06:00:00,19:00:00,13:00:00
6655,23937-233389,US,07:00:00,21:00:00,14:00:00
6656,334-248265,US,06:00:00,18:00:00,12:00:00
6657,51725-278724,US,06:00:00,18:00:00,12:00:00
6658,74495-94731,US,05:30:00,19:00:00,13:30:00
6659,62312-294511,US,05:00:00,20:00:00,15:00:00
6660,72209-22461,US,06:00:00,15:45:00,09:45:00
6661,3372-65440,US,05:30:00,17:30:00,12:00:00
6662,72724-33982,US,06:00:00,19:00:00,13:00:00
6663,11159-103993,US,06:00:00,16:00:00,10:00:00
6664,54377-283792,US,04:30:00,21:00:00,16:30:00
6665,48767-236925,US,06:30:00,20:00:00,13:30:00
6666,73171-21470,US,05:30:00,19:00:00,13:30:00
6667,23892-233391,US,07:00:00,21:00:00,14:00:00
6668,383-250428,US,06:00:00,18:00:00,12:00:00
6669,3404-238264,US,04:30:00,20:00:00,15:30:00
6670,72747-71600,US,06:00:00,19:00:00,13:00:00
6671,74328-82309,US,06:00:00,19:00:00,13:00:00
6672,17936-170385,US,04:30:00,20:00:00,15:30:00
6673,3247-121144,US,06:00:00,18:00:00,12:00:00
6674,74270-52119,US,06:00:00,19:00:00,13:00:00
6676,74936-101468,US,06:00:00,20:00:00,14:00:00
6677,3368-63159,US,05:30:00,17:30:00,12:00:00
6678,74950-102137,US,06:00:00,19:00:00,13:00:00
6679,9304-88084,US,04:30:00,18:00:00,13:30:00
6680,49351-259686,US,06:00:00,19:00:00,13:00:00
6681,64616-297888,US,05:00:00,19:30:00,14:30:00
6682,3242-291255,US,04:30:00,18:00:00,13:30:00
6683,23042-220924,US,04:30:00,20:00:00,15:30:00
6684,58327-281677,US,06:00:00,18:00:00,12:00:00
6685,70014-123567,US,06:00:00,20:00:00,14:00:00
6686,74271-51919,US,06:00:00,19:00:00,13:00:00
6687,13778-105891,US,05:00:00,19:30:00,14:30:00
6688,26032-243045,US,05:00:00,18:00:00,13:00:00
6689,57664-286238,US,04:30:00,20:00:00,15:30:00
6690,3328-12329,US,06:00:00,18:00:00,12:00:00
6691,74967-101071,US,05:30:00,19:00:00,13:30:00
6692,75305-99363,US,06:30:00,19:00:00,12:30:00
6693,25706-240885,US,05:30:00,20:00:00,14:30:00
6694,11324-104129,US,05:30:00,19:00:00,13:30:00
6695,62621-295509,US,07:00:00,15:00:00,08:00:00
6696,9970-97273,US,05:30:00,20:30:00,15:00:00
6697,25695-236913,US,05:30:00,20:00:00,14:30:00
6698,10538-101306,US,05:00:00,21:00:00,16:00:00
6699,8581-86640,US,05:30:00,20:00:00,14:30:00
6700,19891-192724,US,08:00:00,22:00:00,14:00:00
6701,10537-96355,US,05:00:00,21:00:00,16:00:00
6702,62304-295316,US,05:00:00,21:00:00,16:00:00
6703,63249-296130,US,05:00:00,21:00:00,16:00:00
6704,8724-93235,US,05:30:00,21:30:00,16:00:00
6705,72658-64920,US,08:00:00,21:00:00,13:00:00
6706,13211-104121,US,05:00:00,20:00:00,15:00:00
6707,55053-182664,US,08:00:00,20:00:00,12:00:00
6708,10249-96359,US,05:30:00,19:00:00,13:30:00
6709,9971-96354,US,05:30:00,20:00:00,14:30:00
6710,76584-99835,US,08:00:00,21:00:00,13:00:00
6711,24727-236464,US,06:00:00,14:00:00,08:00:00
6712,62750-296441,US,06:00:00,20:00:00,14:00:00
6713,28190-248939,US,05:00:00,20:30:00,15:30:00
6714,13876-108432,US,05:00:00,20:00:00,15:00:00
6715,70333-138008,US,08:00:00,21:00:00,13:00:00
6716,57371-273281,US,06:00:00,20:00:00,14:00:00
6717,2431-233164,US,06:30:00,20:00:00,13:30:00
6718,2465-19281,US,05:30:00,20:00:00,14:30:00
6719,25091-239807,US,04:30:00,22:00:00,17:30:00
6720,20076-197564,US,06:00:00,20:00:00,14:00:00
6721,10515-100690,US,05:30:00,21:30:00,16:00:00
6722,5103-137985,US,08:00:00,21:00:00,13:00:00
6723,75395-99472,US,06:00:00,20:00:00,14:00:00
6724,50775-272685,US,06:00:00,21:00:00,15:00:00
6725,18567-172165,US,05:00:00,21:30:00,16:30:00
6726,70309-118965,US,07:00:00,17:00:00,10:00:00
6727,9742-72760,US,05:30:00,20:00:00,14:30:00
6728,74392-122344,US,05:30:00,19:00:00,13:30:00
6729,6993-90060,US,05:00:00,20:30:00,15:30:00
6730,60655-291784,US,08:00:00,21:00:00,13:00:00
6731,2891-87675,US,05:00:00,21:00:00,16:00:00
6732,79625-96835,US,05:30:00,19:00:00,13:30:00
6733,5550-1212,US,05:30:00,19:00:00,13:30:00
6734,13400-107350,US,04:30:00,19:00:00,14:30:00
6735,10187-99631,US,05:00:00,20:00:00,15:00:00
6736,6614-68942,US,05:30:00,18:00:00,12:30:00
6737,76900-129846,US,08:00:00,21:00:00,13:00:00
6738,10543-100739,US,05:00:00,19:30:00,14:30:00
6739,8113-95901,US,04:30:00,17:00:00,12:30:00
6740,48529-253604,US,05:00:00,19:00:00,14:00:00
6741,627-412,US,05:30:00,20:00:00,14:30:00
6742,6480-59919,US,05:00:00,18:00:00,13:00:00
6743,14829-136406,US,04:30:00,20:00:00,15:30:00
6744,568-295743,US,05:00:00,19:00:00,14:00:00
6745,75818-96847,US,06:00:00,13:00:00,07:00:00
6746,612-326,US,04:30:00,21:00:00,16:30:00
6747,74187-119285,US,05:30:00,19:00:00,13:30:00
6748,5764-290308,US,05:00:00,20:00:00,15:00:00
6749,5105-147204,US,08:00:00,21:00:00,13:00:00
6750,27080-246665,US,04:30:00,20:30:00,16:00:00
6751,9341-241589,US,04:30:00,20:30:00,16:00:00
6752,74911-101861,US,05:00:00,19:00:00,14:00:00
6753,11238-102723,US,05:30:00,19:00:00,13:30:00
6754,79789-102916,US,05:30:00,20:00:00,14:30:00
6755,9897-93936,US,06:00:00,13:00:00,07:00:00
6756,29626-254204,US,08:00:00,21:00:00,13:00:00
6757,13557-107473,US,05:00:00,15:30:00,10:30:00
6758,6663-72681,US,04:30:00,20:30:00,16:00:00
6759,8676-72761,US,05:00:00,18:30:00,13:30:00
6760,645-362,US,05:00:00,22:00:00,17:00:00
6761,10143-74983,US,04:30:00,20:00:00,15:30:00
6762,74951-101849,US,05:00:00,20:00:00,15:00:00
6763,10669-100788,US,04:30:00,20:00:00,15:30:00
6764,667-369,US,04:30:00,19:00:00,14:30:00
6765,17377-171704,US,07:00:00,21:00:00,14:00:00
6766,26673-244864,US,05:30:00,19:30:00,14:00:00
6767,74481-73613,US,05:30:00,19:30:00,14:00:00
6768,20587-81360,US,05:00:00,21:00:00,16:00:00
6769,9553-97067,US,05:00:00,19:00:00,14:00:00
6770,53811-285560,US,05:00:00,21:00:00,16:00:00
6771,3781-140185,US,05:00:00,20:00:00,15:00:00
6772,5905-33879,US,06:00:00,18:30:00,12:30:00
6773,74794-99745,US,06:00:00,18:00:00,12:00:00
6774,55348-286143,US,04:30:00,21:00:00,16:30:00
6775,9261-95920,US,05:00:00,18:30:00,13:30:00
6776,10253-100062,US,05:30:00,17:30:00,12:00:00
6777,5276-741,US,05:30:00,19:30:00,14:00:00
6778,8977-94123,US,04:30:00,20:30:00,16:00:00
6779,74476-83324,US,06:00:00,19:00:00,13:00:00
6780,11190-101877,US,05:30:00,21:00:00,15:30:00
6781,17094-177244,US,08:00:00,21:00:00,13:00:00
6782,59833-293019,US,11:00:00,19:00:00,08:00:00
6783,14267-109285,US,05:00:00,20:00:00,15:00:00
6784,5362-165285,US,05:00:00,21:00:00,16:00:00
6785,24472-238085,US,05:00:00,20:30:00,15:30:00
6786,58312-292015,US,05:00:00,21:00:00,16:00:00
6787,8990-94865,US,05:30:00,21:00:00,15:30:00
6788,5590-238083,US,05:00:00,20:00:00,15:00:00
6789,76521-99292,US,08:00:00,21:00:00,13:00:00
6790,29571-246914,US,05:00:00,21:00:00,16:00:00
6791,76737-105127,US,08:00:00,21:00:00,13:00:00
6792,13414-106709,US,04:30:00,20:00:00,15:30:00
6793,5866-27350,US,05:30:00,20:00:00,14:30:00
6794,8652-93725,US,04:30:00,19:30:00,15:00:00
6795,5466-270510,US,05:30:00,21:00:00,15:30:00
6796,75279-97118,US,09:00:00,14:00:00,05:00:00
6797,52989-282927,US,07:00:00,21:00:00,14:00:00
6798,17996-178545,US,05:30:00,20:30:00,15:00:00
6799,6417-39800,US,04:30:00,21:00:00,16:30:00
6800,23648-231585,US,05:00:00,21:00:00,16:00:00
6801,9764-97643,US,05:00:00,17:00:00,12:00:00
6802,5588-238086,US,05:00:00,20:30:00,15:30:00
6803,60943-294398,US,07:30:00,14:00:00,06:30:00
6804,5467-278424,US,05:00:00,20:00:00,15:00:00
6805,10119-99305,US,05:00:00,21:00:00,16:00:00
6806,61203-295145,US,05:00:00,20:00:00,15:00:00
6807,76457-97169,US,08:00:00,21:00:00,13:00:00
6808,8794-94063,US,05:00:00,20:00:00,15:00:00
6809,26155-238026,US,05:30:00,17:30:00,12:00:00
6810,5805-10752,US,05:30:00,20:00:00,14:30:00
6811,13923-108288,US,05:30:00,20:00:00,14:30:00
6812,5791-239810,US,04:30:00,22:00:00,17:30:00
6813,63770-297484,US,05:00:00,20:00:00,15:00:00
6814,48926-263693,US,04:30:00,22:00:00,17:30:00
6815,20786-207784,US,08:00:00,21:00:00,13:00:00
6816,54482-286144,US,07:00:00,20:00:00,13:00:00
6817,5701-225324,US,04:30:00,21:00:00,16:30:00
6818,13413-105007,US,04:30:00,21:00:00,16:30:00
6819,5845-263694,US,04:30:00,22:00:00,17:30:00
6820,51961-270508,US,04:30:00,22:00:00,17:30:00
6821,22707-97168,US,06:00:00,21:00:00,15:00:00
6822,29677-253433,US,04:30:00,17:00:00,12:30:00
6823,50274-270506,US,04:30:00,22:00:00,17:30:00
6824,51106-270507,US,05:00:00,21:00:00,16:00:00
6825,47714-259464,US,05:00:00,21:00:00,16:00:00
6826,13657-106849,US,05:30:00,20:00:00,14:30:00
6827,11063-101736,US,05:00:00,21:00:00,16:00:00
6828,8924-95103,US,05:00:00,21:00:00,16:00:00
6829,48488-262666,US,07:00:00,20:00:00,13:00:00
6830,53511-284586,US,11:00:00,20:00:00,09:00:00
6831,14344-107964,US,05:00:00,21:00:00,16:00:00
6832,6258-290442,US,05:00:00,21:00:00,16:00:00
6833,53662-283121,US,06:00:00,21:00:00,15:00:00
6834,3496-126606,US,06:00:00,21:00:00,15:00:00
6835,8997-95536,US,05:30:00,21:00:00,15:30:00
6836,76614-98014,US,08:00:00,21:00:00,13:00:00
6837,10923-101887,US,05:00:00,21:30:00,16:30:00
6838,10617-100445,US,05:00:00,21:00:00,16:00:00
6839,23896-233624,US,05:00:00,21:00:00,16:00:00
6840,74656-95808,US,06:00:00,20:00:00,14:00:00
6841,55711-277746,US,05:00:00,21:00:00,16:00:00
6842,6363-165204,US,05:00:00,21:00:00,16:00:00
6843,22297-219864,US,05:00:00,22:00:00,17:00:00
6844,63553-293007,US,05:00:00,21:00:00,16:00:00
6845,11303-102729,US,05:00:00,21:00:00,16:00:00
6846,6422-25493,US,06:00:00,21:00:00,15:00:00
6847,70361-139487,US,08:00:00,21:00:00,13:00:00
6848,14099-108265,US,05:00:00,21:30:00,16:30:00
6849,14446-117510,US,05:00:00,22:00:00,17:00:00
6850,22301-219824,US,05:00:00,21:00:00,16:00:00
6851,14860-118064,US,05:00:00,21:00:00,16:00:00
6852,76420-93272,US,08:00:00,21:00:00,13:00:00
6853,6772-293156,US,05:00:00,22:00:00,17:00:00
6854,6402-33619,US,05:00:00,22:00:00,17:00:00
6855,11556-103677,US,05:00:00,22:00:00,17:00:00
