Shop,Price,Hour (out of 24)
Shop C,2.5,6
Shop C,3.25,6
Shop C,3.1,10
Shop C,2.5,7
Shop C,3,9
Shop C,3,7
Shop C,2.5,6
Shop C,3,7
Shop C,2.2,7
Shop C,3.1,11
Shop C,3.5,11
Shop C,3,10
Shop C,3,10
Shop C,2.5,10
Shop C,3.5,10
Shop C,2.55,10
Shop C,3,7
Shop C,2.5,11
Shop C,3,6
Shop C,3.1,8
Shop C,3.5,11
Shop C,2.5,8
Shop C,4.5,8
Shop C,2.45,10
Shop C,3.5,10
Shop C,3,8
Shop C,2.5,10
Shop C,3.75,10
Shop C,3,8
Shop C,3.5,6
Shop C,2.5,6
Shop C,2.45,9
Shop C,3.5,9
Shop C,3.75,9
Shop C,0.8,9
Shop C,3.25,9
Shop C,3.75,8
Shop C,0.8,8
Shop C,3,10
Shop C,3.5,10
Shop C,2.5,10
Shop C,3,7
Shop C,0.8,7
Shop C,3.5,8
Shop C,2.45,7
Shop C,3,11
Shop C,3.5,11
Shop C,3.75,7
Shop C,4.5,7
Shop C,3,9
Shop C,2.2,10
Shop C,19.75,10
Shop C,2.5,9
Shop C,13.33,9
Shop C,3,7
Shop C,3.5,8
Shop C,3.25,8
Shop C,3.5,11
Shop C,3.75,10
Shop C,0.8,10
Shop C,3.75,10
Shop C,8.95,10
Shop C,3,10
Shop C,0.8,10
Shop C,3.25,10
Shop C,7.6,10
Shop C,3.75,6
Shop C,4.5,6
Shop C,3.1,10
Shop C,3.1,8
Shop C,3.1,6
Shop C,2.5,7
Shop C,3.5,11
Shop C,2.45,9
Shop C,2.5,7
Shop C,4.75,10
Shop C,3.75,11
Shop C,0.8,11
Shop C,3,7
Shop C,21,7
Shop C,3,6
Shop C,0.8,6
Shop C,2,9
Shop C,3.75,9
Shop C,2.5,8
Shop C,2.5,8
Shop C,3,6
Shop C,2.5,7
Shop C,3,7
Shop C,3.75,11
Shop C,3.5,9
Shop C,3,9
Shop C,3,10
Shop C,3,10
Shop C,3.5,7
Shop C,2.5,7
Shop C,3,7
Shop C,3.75,11
Shop C,4.75,7
Shop C,4.25,9
Shop C,0.8,9
Shop C,14.75,9
Shop C,3.75,8
Shop C,3,10
Shop C,8.95,10
Shop C,3.75,9
Shop C,3.5,7
Shop C,3,10
Shop C,3.5,11
Shop C,3,9
Shop C,2.5,11
Shop C,4,11
Shop C,2,9
Shop C,2.2,8
Shop C,4.75,7
Shop C,3,7
Shop C,3.75,7
Shop C,14.75,7
Shop C,2.2,9
Shop C,2.5,9
Shop C,3,7
Shop C,3,7
Shop C,2.2,10
Shop C,3,8
Shop C,3.5,8
Shop C,3,10
Shop C,3.25,10
Shop C,2,11
Shop C,2.2,10
Shop C,3.5,10
Shop C,3,9
Shop C,4.5,9
Shop C,3,8
Shop C,3.5,8
Shop C,2.5,10
Shop C,3.1,11
Shop C,3.5,11
Shop C,3,8
Shop C,0.8,8
Shop C,2.55,8
Shop C,2.45,9
Shop C,3,9
Shop C,2.5,8
Shop C,4,7
Shop C,3,9
Shop C,4.5,9
Shop C,3,10
Shop C,4.5,10
Shop C,3,9
Shop C,0.8,9
Shop C,3.75,9
Shop C,3,9
Shop C,3,8
Shop C,3,10
Shop C,3,9
Shop C,2,7
Shop C,3,8
Shop C,4.75,9
Shop C,3.5,9
Shop C,20.45,9
Shop C,3,7
Shop C,2,10
Shop C,3.75,10
Shop C,3,8
Shop C,4.25,9
Shop C,0.8,9
Shop C,2,9
Shop C,3,9
Shop C,2.45,10
Shop C,3.75,10
Shop C,3,6
Shop C,3,10
Shop C,3,9
Shop C,3,9
Shop C,3.75,10
Shop C,3.75,8
Shop C,2.5,9
Shop C,45,9
Shop C,2.5,7
Shop C,3,10
Shop C,4,10
Shop C,3,11
Shop C,3.1,10
Shop C,3.5,7
Shop C,3.5,8
Shop C,3.1,8
Shop C,2.5,10
Shop C,3.5,10
Shop C,2.2,7
Shop C,2.5,6
Shop C,3.75,6
Shop C,3,11
Shop C,2.55,9
Shop C,3.5,9
Shop C,2.5,11
Shop C,4.25,7
Shop C,0.8,7
Shop C,4.5,8
Shop C,3.75,10
Shop C,4.25,11
Shop C,0.8,11
Shop C,2.2,8
Shop C,3,10
Shop C,10,10
Shop C,3.5,11
Shop C,4.25,10
Shop C,0.8,10
Shop C,4.25,10
Shop C,2,9
Shop C,3,7
Shop C,3,11
Shop C,3,7
Shop C,4.75,9
Shop C,4,7
Shop C,3.25,7
Shop C,3.5,7
Shop C,2.5,7
Shop C,4.5,7
Shop C,4.25,11
Shop C,0.8,11
Shop C,3.75,11
Shop C,4.25,7
Shop C,0.8,7
Shop C,3.5,7
Shop C,3,10
Shop C,3.5,10
Shop C,3,6
Shop C,4,10
Shop C,3.5,11
Shop C,3.75,9
Shop C,0.8,9
Shop C,3.5,9
Shop C,2.5,9
Shop C,4.25,9
Shop C,0.8,9
Shop C,2.5,11
Shop C,3,9
Shop C,3.5,9
Shop C,2.5,8
Shop C,3,10
Shop C,3.5,10
Shop C,4.75,7
Shop C,2,6
Shop C,3,7
Shop C,3,11
Shop C,3.75,11
Shop C,3,9
Shop C,9.5,9
Shop C,3.75,8
Shop C,2.5,8
Shop C,2.2,11
Shop C,3.75,8
Shop C,3.75,9
Shop C,3.75,9
Shop C,3.75,9
Shop C,3.75,10
Shop C,3.75,10
Shop C,3.75,9
Shop C,3.75,10
Shop C,3.75,10
Shop C,3.75,7
Shop C,3.75,7
Shop C,3.75,7
Shop C,3,6
Shop C,2.5,8
Shop C,3.5,11
Shop C,3.25,11
Shop C,3.75,8
Shop C,2,11
Shop C,2,9
Shop C,3.75,9
Shop C,2.2,9
Shop C,3.75,9
Shop C,3.5,7
Shop C,8.95,7
Shop C,3,8
Shop C,3.75,9
Shop C,3.5,11
Shop C,2.5,10
Shop C,2.55,9
Shop C,3,7
Shop C,2.2,10
Shop C,4.5,10
Shop C,3.1,10
Shop C,3.5,10
Shop C,3,10
Shop C,3.75,10
Shop C,3,8
Shop C,2.2,7
Shop C,3.5,6
Shop C,3,11
Shop C,3.75,11
Shop C,3,9
Shop C,3,9
Shop C,2,10
Shop C,3,10
Shop C,2.5,7
Shop C,2.5,7
Shop C,4.75,10
Shop C,3.1,10
Shop C,2.5,9
Shop C,3,6
Shop C,0.8,6
Shop C,3.1,7
Shop C,3.5,9
Shop C,3,11
Shop C,3,8
Shop C,2.2,7
Shop C,4.5,11
Shop C,2.45,7
Shop C,3,7
Shop C,4.5,6
Shop C,3.5,7
Shop C,3,10
Shop C,4.5,10
Shop C,4.25,7
Shop C,0.8,7
Shop C,3,7
Shop C,0.8,7
Shop C,4.5,7
Shop C,3.75,10
Shop C,0.8,10
Shop C,3.75,10
Shop C,2,7
Shop C,4.5,7
Shop C,2,8
Shop C,2.5,7
Shop C,3.1,8
Shop C,2.2,8
Shop C,3.75,8
Shop C,2.2,7
Shop C,2,7
Shop C,3.5,8
Shop C,3.5,8
Shop C,2.5,9
Shop C,3,10
Shop C,3.25,10
Shop C,4.25,10
Shop C,0.8,10
Shop C,2.5,10
Shop C,3,7
Shop C,2.2,6
Shop C,2.5,8
Shop C,8.95,8
Shop C,3.1,7
Shop C,4,9
Shop C,3.75,8
Shop C,3,8
Shop C,2.5,7
Shop C,2.5,8
Shop C,3,7
Shop C,3.75,10
Shop C,2.5,9
Shop C,3.5,9
Shop C,2.5,9
Shop C,2.5,10
Shop C,4.5,9
Shop C,18,9
Shop C,2,11
Shop C,2.2,8
Shop C,9.5,8
Shop C,3.5,8
Shop C,3.25,8
Shop C,3,8
Shop C,2.5,8
Shop C,3.75,9
Shop C,2.5,8
Shop C,3.5,8
Shop C,3,11
Shop C,3,11
Shop C,4.25,15
Shop C,0.8,15
Shop C,3,14
Shop C,0.8,14
Shop C,3.75,14
Shop C,2.5,11
Shop C,3.1,12
Shop C,2.5,14
Shop C,3.1,13
Shop C,3.75,14
Shop C,3.75,14
Shop C,3,11
Shop C,3.75,11
Shop C,4.75,14
Shop C,3.1,13
Shop C,4.75,14
Shop C,3.5,14
Shop C,4,11
Shop C,2,14
Shop C,2.5,14
Shop C,3.25,14
Shop C,4.25,12
Shop C,0.8,12
Shop C,3,12
Shop C,2.5,14
Shop C,2.5,11
Shop C,3,14
Shop C,3,13
Shop C,0.8,13
Shop C,3.1,12
Shop C,4.25,13
Shop C,0.8,13
Shop C,3.25,13
Shop C,3,15
Shop C,2.55,11
Shop C,3,11
Shop C,3.5,11
Shop C,2.5,15
Shop C,3,13
Shop C,3.75,14
Shop C,0.8,14
Shop C,3,14
Shop C,3,13
Shop C,2.5,15
Shop C,3,13
Shop C,3,15
Shop C,2.5,12
Shop C,3.75,13
Shop C,2,15
Shop C,2,14
Shop C,3,12
Shop C,3,13
Shop C,3.5,13
Shop C,3,13
Shop C,3.1,11
Shop C,3,11
Shop C,2.5,12
Shop C,2.5,14
Shop C,3.75,14
Shop C,2.2,11
Shop C,3.75,11
Shop C,2.5,12
Shop C,2.5,14
Shop C,4.75,13
Shop C,3.75,11
Shop C,3.5,13
Shop C,4.25,13
Shop C,4,15
Shop C,2.5,12
Shop C,2.5,14
Shop C,3,12
Shop C,3.5,14
Shop C,2.5,15
Shop C,4.25,12
Shop C,0.8,12
Shop C,3.1,12
Shop C,3.75,14
Shop C,0.8,14
Shop C,3,14
Shop C,3,12
Shop C,3,15
Shop C,8.95,15
Shop C,2.5,12
Shop C,2.5,14
Shop C,3.75,12
Shop C,2.2,12
Shop C,2.45,15
Shop C,3.25,15
Shop C,3,14
Shop C,2.2,14
Shop C,3.75,14
Shop C,4.25,13
Shop C,0.8,13
Shop C,3.5,13
Shop C,3.1,14
Shop C,3,15
Shop C,2.5,12
Shop C,3.1,14
Shop C,3,14
Shop C,2.2,13
Shop C,2.5,14
Shop C,2.5,11
Shop C,2,12
Shop C,3.1,11
Shop C,2,13
Shop C,3.75,13
Shop C,2.5,15
Shop C,3,14
Shop C,0.8,14
Shop C,2.5,14
Shop C,3,12
Shop C,3,15
Shop C,7.6,15
Shop C,4.5,12
Shop C,4.5,12
Shop C,2,11
Shop C,3,14
Shop C,3.75,14
Shop C,2.2,14
Shop C,2.5,14
Shop C,3,14
Shop C,2.5,14
Shop C,3,12
Shop C,3,12
Shop C,3.1,14
Shop C,4.5,13
Shop C,2.55,14
Shop C,2.55,12
Shop C,3,12
Shop C,4.5,12
Shop A,2.45,8
Shop A,3.5,8
Shop A,20.45,8
Shop A,3,9
Shop A,4.5,8
Shop A,3.25,8
Shop A,3,8
Shop A,3.75,8
Shop A,3.5,8
Shop A,3.1,10
Shop A,4.5,9
Shop A,2.5,7
Shop A,3,10
Shop A,3,9
Shop A,3,10
Shop A,3.5,8
Shop A,3.25,8
Shop A,3.1,8
Shop A,4,9
Shop A,2.45,8
Shop A,3,7
Shop A,2.5,8
Shop A,3.75,9
Shop A,4,10
Shop A,3.75,7
Shop A,0.8,7
Shop A,3.75,7
Shop A,2.5,7
Shop A,2.5,9
Shop A,8.95,9
Shop A,2.5,7
Shop A,4.25,7
Shop A,0.8,7
Shop A,4.5,7
Shop A,0.8,7
Shop A,4.25,7
Shop A,0.8,7
Shop A,4.25,7
Shop A,2,9
Shop A,2.5,10
Shop A,2,9
Shop A,4.5,8
Shop A,3,7
Shop A,2.55,8
Shop A,2.5,7
Shop A,3.1,7
Shop A,3.5,8
Shop A,3.75,10
Shop A,2.5,8
Shop A,2.2,9
Shop A,2,7
Shop A,2.5,8
Shop A,3.5,8
Shop A,3.25,8
Shop A,3,8
Shop A,4.5,8
Shop A,4,7
Shop A,3.75,9
Shop A,3,9
Shop A,3,10
Shop A,3.5,10
Shop A,2.2,7
Shop A,3,10
Shop A,3.25,10
Shop A,3.75,10
Shop A,3,10
Shop A,2.5,8
Shop A,9.5,8
Shop A,3.1,10
Shop A,2.5,8
Shop A,2.5,9
Shop A,2,7
Shop A,3.1,10
Shop A,2.5,9
Shop A,3,10
Shop A,3,8
Shop A,2.5,9
Shop A,2.2,9
Shop A,2.45,7
Shop A,3,7
Shop A,3,10
Shop A,3.75,9
Shop A,3.25,9
Shop A,4.75,9
Shop A,3.75,9
Shop A,3.25,9
Shop A,3.75,7
Shop A,0.8,7
Shop A,3,8
Shop A,3,7
Shop A,3.5,8
Shop A,2.5,8
Shop A,3,9
Shop A,3,10
Shop A,3,7
Shop A,4.75,10
Shop A,3,10
Shop A,13.33,10
Shop A,2.5,9
Shop A,2.5,9
Shop A,3.75,8
Shop A,2.5,10
Shop A,3.1,7
Shop A,3,9
Shop A,3.75,8
Shop A,3,10
Shop A,3,8
Shop A,3.5,8
Shop A,2.2,7
Shop A,3,10
Shop A,3.75,9
Shop A,3,9
Shop A,3,7
Shop A,3.5,7
Shop A,3.1,9
Shop A,3.75,9
Shop A,3.75,7
Shop A,3.75,7
Shop A,3,7
Shop A,3.75,7
Shop A,3.1,7
Shop A,2.5,8
Shop A,3.5,8
Shop A,3,8
Shop A,3,8
Shop A,3,9
Shop A,3.5,9
Shop A,3,8
Shop A,3,10
Shop A,3.75,8
Shop A,3.75,8
Shop A,3.75,8
Shop A,3,8
Shop A,2.5,8
Shop A,4.25,8
Shop A,2.2,9
Shop A,2,8
Shop A,3.75,7
Shop A,2,7
Shop A,3,8
Shop A,4,8
Shop A,2.45,7
Shop A,2.5,8
Shop A,2.5,10
Shop A,3.75,7
Shop A,4.5,9
Shop A,2.5,7
Shop A,3,7
Shop A,2.5,7
Shop A,3,8
Shop A,4.25,10
Shop A,2.5,8
Shop A,2.5,7
Shop A,2,8
Shop A,3.75,8
Shop A,2.5,9
Shop A,3,9
Shop A,3.75,9
Shop A,2,8
Shop A,3.75,10
Shop A,8.95,10
Shop A,4,9
Shop A,3.5,7
Shop A,4.75,7
Shop A,3,7
Shop A,3.75,7
Shop A,4.25,9
Shop A,2.55,7
Shop A,2.2,10
Shop A,4.5,7
Shop A,2.5,8
Shop A,3,8
Shop A,3,9
Shop A,3,10
Shop A,2.5,7
Shop A,3,7
Shop A,2.5,7
Shop A,3.75,10
Shop A,3.75,10
Shop A,3.5,10
Shop A,4.25,7
Shop A,2.5,7
Shop A,21,7
Shop A,3.75,10
Shop A,3,7
Shop A,3.25,7
Shop A,3,8
Shop A,3,8
Shop A,3,10
Shop A,3.75,10
Shop A,3.25,10
Shop A,3,10
Shop A,3,10
Shop A,2.5,9
Shop A,3.75,9
Shop A,4.5,9
Shop A,3,9
Shop A,3,9
Shop A,3.1,9
Shop A,2.2,9
Shop A,3.5,9
Shop A,2.5,9
Shop A,3,7
Shop A,2.5,8
Shop A,3.5,8
Shop A,2.2,8
Shop A,3,7
Shop A,18,7
Shop A,2,7
Shop A,2,9
Shop A,2.5,7
Shop A,2.2,7
Shop A,2.5,10
Shop A,3.75,9
Shop A,3.75,9
Shop A,2.5,7
Shop A,3,10
Shop A,2.5,9
Shop A,2.45,10
Shop A,2.5,7
Shop A,3.1,7
Shop A,4.5,7
Shop A,3.75,7
Shop A,7.6,7
Shop A,2.5,8
Shop A,3.75,10
Shop A,3.75,10
Shop A,3.75,7
Shop A,4.75,10
Shop A,2.2,10
Shop A,3,8
Shop A,4.5,7
Shop A,3,9
Shop A,2.5,9
Shop A,2.5,9
Shop A,2.5,9
Shop A,2.5,10
Shop A,2.5,10
Shop A,3.5,10
Shop A,2.5,9
Shop A,4,8
Shop A,4,8
Shop A,3,8
Shop A,4,8
Shop A,3,8
Shop A,2.55,8
Shop A,3.75,10
Shop A,3.5,10
Shop A,2.5,10
Shop A,3.75,10
Shop A,2.5,10
Shop A,2.5,8
Shop A,3.75,9
Shop A,4.5,9
Shop A,3.75,9
Shop A,3.75,9
Shop A,3,10
Shop A,3,7
Shop A,2.5,9
Shop A,3,10
Shop A,3.5,10
Shop A,3.5,10
Shop A,3,10
Shop A,3,10
Shop A,2.55,9
Shop A,2.5,8
Shop A,4,7
Shop A,3.75,9
Shop A,2,9
Shop A,3.75,9
Shop A,3.75,10
Shop A,4.5,10
Shop A,2,7
Shop A,2.5,8
Shop A,4.5,8
Shop A,3.75,9
Shop A,3.75,9
Shop A,3.75,7
Shop A,3.75,10
Shop A,3.75,10
Shop A,3.75,7
Shop A,3.75,10
Shop A,3.75,8
Shop A,3.75,9
Shop A,2.5,10
Shop A,3.75,10
Shop A,3.5,9
Shop A,2,10
Shop A,3,10
Shop A,3.25,10
Shop A,4.25,9
Shop A,3.75,9
Shop A,3,8
Shop A,3.5,8
Shop A,3,10
Shop A,3.5,10
Shop A,3.1,8
Shop A,3.5,8
Shop A,3,9
Shop A,3.75,10
Shop A,3.5,10
Shop A,3.75,10
Shop A,3.75,10
Shop A,3,9
Shop A,3.75,9
Shop A,3,9
Shop A,3.75,8
Shop A,3,8
Shop A,4.25,8
Shop A,4,7
Shop A,2.2,7
Shop A,3.75,8
Shop A,3.5,8
Shop A,3,10
Shop A,3,7
Shop A,3,9
Shop A,3.5,9
Shop A,3.75,8
Shop A,3,8
Shop A,4.25,10
Shop A,3.25,10
Shop A,3.75,9
Shop A,3,7
Shop A,18,7
Shop A,3,15
Shop A,3,19
Shop A,4.25,17
Shop A,2.55,16
Shop A,3,16
Shop A,3,19
Shop A,3.75,17
Shop A,2.5,12
Shop A,3.75,15
Shop A,2.5,11
Shop A,2.5,15
Shop A,3.5,13
Shop A,4,16
Shop A,2.5,14
Shop A,3,11
Shop A,3,11
Shop A,3,12
Shop A,3,18
Shop A,3.1,18
Shop A,2.2,12
Shop A,3.1,18
Shop A,3.1,13
Shop A,3.75,15
Shop A,3,13
Shop A,3,18
Shop A,3,12
Shop A,3.1,16
Shop A,3,16
Shop A,2,13
Shop A,3.5,12
Shop A,3.75,16
Shop A,21,16
Shop A,8.95,16
Shop A,3,16
Shop A,2.2,19
Shop A,3.25,19
Shop A,3,13
Shop A,3,17
Shop A,2.45,11
Shop A,3,18
Shop A,2.45,16
Shop A,2.2,12
Shop A,3.75,12
Shop A,3,19
Shop A,3.75,16
Shop A,3.5,15
Shop A,2.2,15
Shop A,3.5,15
Shop A,2.5,19
Shop A,3,15
Shop A,3,14
Shop A,4.75,17
Shop A,3.75,16
Shop A,8.95,16
Shop A,3,16
Shop A,4,13
Shop A,3.25,13
Shop A,3.75,13
Shop A,4.5,13
Shop A,2.5,13
Shop A,3,15
Shop A,2.5,17
Shop A,4.25,13
Shop A,2.2,13
Shop A,2.5,16
Shop A,2,11
Shop A,2.5,14
Shop A,4.5,13
Shop A,3.75,17
Shop A,4.25,19
Shop A,2.2,12
Shop A,3.5,18
Shop A,3.5,18
Shop A,2.5,17
Shop A,7.6,17
Shop A,3.75,11
Shop A,3,15
Shop A,3.75,11
Shop A,3.5,11
Shop A,3,18
Shop A,3.5,16
Shop A,2.5,11
Shop A,3.1,17
Shop A,3.1,19
Shop A,3,14
Shop A,2.2,18
Shop A,3.75,18
Shop A,3.25,18
Shop A,3.75,18
Shop A,3.75,18
Shop A,3,18
Shop A,8.95,18
Shop A,2.2,11
Shop A,3,18
Shop A,2.2,18
Shop A,10.95,18
Shop A,2.5,16
Shop A,3.75,16
Shop A,2.5,16
Shop A,4.5,17
Shop A,4.5,17
Shop A,2.45,16
Shop A,45,16
Shop A,2.5,14
Shop A,2.45,14
Shop A,3.75,14
Shop A,2.45,14
Shop A,3.1,11
Shop A,4.25,14
Shop A,18,14
Shop A,4,19
Shop A,4.5,17
Shop A,2.5,11
Shop A,2.5,12
Shop A,2.5,18
Shop A,2.45,18
Shop A,2.45,19
Shop A,2.45,18
Shop A,3.25,18
Shop A,4.25,12
Shop A,3,17
Shop A,3.1,12
Shop A,3.75,19
Shop A,3.75,12
Shop A,3,19
Shop A,2.5,13
Shop A,2.5,13
Shop A,3,13
Shop A,2.5,11
Shop A,3.1,18
Shop A,2.5,18
Shop A,4.5,18
Shop A,3.5,13
Shop A,2.5,15
Shop A,3.75,11
Shop A,3.1,15
Shop A,3.75,15
Shop A,2.5,12
Shop A,3.25,12
Shop A,2.45,13
Shop A,3.75,11
Shop A,2.5,15
Shop A,2.5,17
Shop A,2.2,12
Shop A,3.75,11
Shop A,2.5,12
Shop A,4.5,12
Shop A,3.25,12
Shop A,2.55,15
Shop A,2.5,14
Shop A,15,14
Shop A,3.1,14
Shop A,4.75,11
Shop A,2.5,16
Shop A,3.75,16
Shop A,3.5,18
Shop A,2.5,15
Shop A,2.5,12
Shop A,19.75,12
Shop A,2.5,11
Shop A,10.95,11
Shop A,3,12
Shop A,3.1,15
Shop A,3.25,15
Shop A,2,19
Shop A,3.75,13
Shop A,4.75,18
Shop A,4.75,13
Shop A,3.1,16
Shop A,15,16
Shop A,3,16
Shop A,3,13
Shop A,13.33,13
Shop A,2.5,17
Shop A,4,15
Shop A,2.5,18
Shop A,9.5,18
Shop A,3,17
Shop A,3.75,19
Shop A,3,18
Shop A,2,18
Shop A,3.75,14
Shop A,2,16
Shop A,2.2,18
Shop A,2.5,19
Shop A,2.2,19
Shop A,3.5,19
Shop A,3,17
Shop A,3,16
Shop A,8.95,16
Shop A,3,12
Shop A,45,12
Shop A,3.75,15
Shop A,3,16
Shop A,4.5,16
Shop A,4.25,19
Shop A,3.75,15
Shop A,2.5,14
Shop A,2.2,18
Shop A,3.75,12
Shop B,2.5,8
Shop B,2.5,10
Shop B,2.5,9
Shop B,4.5,8
Shop B,14,8
Shop B,2.5,8
Shop B,4.75,10
Shop B,2,9
Shop B,3,10
Shop B,2.2,10
Shop B,3,9
Shop B,3,7
Shop B,2.5,9
Shop B,3,7
Shop B,3,7
Shop B,3.1,8
Shop B,3,9
Shop B,2.2,9
Shop B,3,9
Shop B,3,10
Shop B,3.5,9
Shop B,4.06,9
Shop B,5.63,9
Shop B,2.5,10
Shop B,2.5,10
Shop B,3,10
Shop B,2,9
Shop B,2.55,10
Shop B,2.5,8
Shop B,3,9
Shop B,2.5,9
Shop B,2.2,9
Shop B,3,7
Shop B,3,9
Shop B,4.38,9
Shop B,8.95,9
Shop B,3.75,9
Shop B,3.75,9
Shop B,3.75,8
Shop B,3,8
Shop B,4,8
Shop B,3.75,9
Shop B,0.8,9
Shop B,0.8,9
Shop B,3.5,9
Shop B,4.25,8
Shop B,2.2,10
Shop B,3,9
Shop B,4.69,9
Shop B,2.5,9
Shop B,3,9
Shop B,2.45,10
Shop B,3,10
Shop B,4.75,9
Shop B,2.45,8
Shop B,2.45,9
Shop B,2,10
Shop B,2.5,9
Shop B,2.55,7
Shop B,2.5,10
Shop B,3.5,10
Shop B,3,8
Shop B,2.5,7
Shop B,2,10
Shop B,3,7
Shop B,3.1,10
Shop B,8.95,10
Shop B,3,9
Shop B,4.5,9
Shop B,2.2,10
Shop B,2.5,10
Shop B,2.5,8
Shop B,3,10
Shop B,3,10
Shop B,2.5,8
Shop B,2.5,10
Shop B,4.38,10
Shop B,3,7
Shop B,4.5,8
Shop B,3,8
Shop B,2.5,8
Shop B,4.38,8
Shop B,4,10
Shop B,10,10
Shop B,3.1,10
Shop B,2.5,10
Shop B,2,9
Shop B,13.33,9
Shop B,2.5,10
Shop B,2.2,8
Shop B,2.5,8
Shop B,3,7
Shop B,0.8,7
Shop B,10.95,7
Shop B,4.5,10
Shop B,2.2,9
Shop B,2.5,9
Shop B,3.75,9
Shop B,3,10
Shop B,3,9
Shop B,3,8
Shop B,2.5,7
Shop B,5.63,7
Shop B,2.2,8
Shop B,2.5,8
Shop B,2.2,7
Shop B,8.95,7
Shop B,4.25,9
Shop B,3,8
Shop B,3.5,10
Shop B,4.25,7
Shop B,3,8
Shop B,2.5,9
Shop B,28,9
Shop B,3.1,8
Shop B,3,10
Shop B,2.45,9
Shop B,2.5,10
Shop B,3.75,7
Shop B,2.2,7
Shop B,4.06,7
Shop B,2.5,7
Shop B,2.5,7
Shop B,2.5,8
Shop B,3.75,10
Shop B,4.06,10
Shop B,2.5,8
Shop B,13.33,8
Shop B,4.75,8
Shop B,4.69,8
Shop B,3,10
Shop B,3,10
Shop B,2.5,8
Shop B,3.1,8
Shop B,2.5,10
Shop B,3,7
Shop B,4.25,8
Shop B,18,8
Shop B,3.75,9
Shop B,4.25,10
Shop B,13.33,10
Shop B,2.5,9
Shop B,3,8
Shop B,4.25,9
Shop B,2,8
Shop B,4.5,8
Shop B,3.75,9
Shop B,4.25,9
Shop B,3,9
Shop B,2.5,10
Shop B,4.75,10
Shop B,4.69,10
Shop B,8.95,10
Shop B,4.25,7
Shop B,8.95,7
Shop B,2.55,10
Shop B,3,8
Shop B,4.06,8
Shop B,3,9
Shop B,3.5,9
Shop B,4.38,9
Shop B,3.1,10
Shop B,3.75,9
Shop B,3.75,10
Shop B,3.5,8
Shop B,3,10
Shop B,4.5,10
Shop B,3.75,8
Shop B,2.2,8
Shop B,3,9
Shop B,3.75,10
Shop B,2.45,9
Shop B,4.38,9
Shop B,3,9
Shop B,14,9
Shop B,4.75,8
Shop B,4.25,10
Shop B,3.5,10
Shop B,3.75,10
Shop B,3,7
Shop B,3.75,10
Shop B,4.38,10
Shop B,3,9
Shop B,3.1,7
Shop B,3.75,9
Shop B,5.63,9
Shop B,2.5,10
Shop B,3,8
Shop B,2.55,7
Shop B,4.25,10
Shop B,2.5,7
Shop B,3.1,10
Shop B,3.1,10
Shop B,2.5,7
Shop B,4.38,7
Shop B,4.5,10
Shop B,4.38,10
Shop B,4.5,8
Shop B,2.55,8
Shop B,4.25,10
Shop B,15,10
Shop B,2.5,8
Shop B,3,8
Shop B,2,7
Shop B,4.38,7
Shop B,3.5,10
Shop B,3.75,9
Shop B,3,9
Shop B,3.75,7
Shop B,2.5,9
Shop B,12,9
Shop B,2.5,9
Shop B,2.5,9
Shop B,3,9
Shop B,4.25,10
Shop B,2.55,10
Shop B,2.55,8
Shop B,3,8
Shop B,3,10
Shop B,3.75,10
Shop B,2.5,10
Shop B,3,8
Shop B,4.25,8
Shop B,4.69,8
Shop B,2,8
Shop B,2.5,10
Shop B,4.38,10
Shop B,3,10
Shop B,3,7
Shop B,2.5,8
Shop B,2,7
Shop B,3.5,8
Shop B,14,8
Shop B,4.25,10
Shop B,8.95,10
Shop B,2.5,9
Shop B,3.75,8
Shop B,3,10
Shop B,14,10
Shop B,2.45,8
Shop B,2.5,10
Shop B,2.5,10
Shop B,4.38,10
Shop B,3.75,9
Shop B,2.5,9
Shop B,3,9
Shop B,4.5,9
Shop B,20.45,9
Shop B,4.25,9
Shop B,3,9
Shop B,4.25,9
Shop B,3.75,8
Shop B,3.75,10
Shop B,3.75,10
Shop B,3.75,7
Shop B,3.75,8
Shop B,3.75,10
Shop B,3.75,10
Shop B,3.75,10
Shop B,3.75,10
Shop B,3.75,10
Shop B,2,7
Shop B,4,10
Shop B,2.5,9
Shop B,3,9
Shop B,4.25,7
Shop B,3.75,8
Shop B,3,9
Shop B,2,10
Shop B,4.06,10
Shop B,2.5,8
Shop B,2,7
Shop B,3,7
Shop B,4.75,10
Shop B,3,10
Shop B,2.5,9
Shop B,3.75,7
Shop B,2.5,10
Shop B,14,10
Shop B,3.75,10
Shop B,4.38,10
Shop B,3.5,9
Shop B,3,9
Shop B,2.5,10
Shop B,4.06,10
Shop B,4.75,9
Shop B,19.75,9
Shop B,2.5,10
Shop B,4.25,8
Shop B,3.75,9
Shop B,3,9
Shop B,4.75,10
Shop B,2.5,8
Shop B,3,9
Shop B,3,10
Shop B,4.06,10
Shop B,2.55,7
Shop B,4.69,7
Shop B,3.75,10
Shop B,3,7
Shop B,2.5,8
Shop B,3,10
Shop B,4.69,10
Shop B,4.5,10
Shop B,5.63,10
Shop B,3.75,9
Shop B,4.06,9
Shop B,4.5,9
Shop B,2.45,7
Shop B,4.06,7
Shop B,4.25,10
Shop B,12,10
Shop B,2.45,10
Shop B,4.25,9
Shop B,3.1,9
Shop B,4.06,9
Shop B,4.5,7
Shop B,28,7
Shop B,2,8
