storeNumber,opening_times
10837-102453,5:30:00
7582-264985,5:30:00
47895-259427,8:00:00
51379-278124,5:30:00
28755-250870,5:30:00
11973-100711,5:30:00
11273-103984,6:00:00
26734-241173,5:30:00
7449-6007,5:30:00
11588-153124,7:30:00
23602-230606,7:00:00
22911-225845,6:00:00
7901-67260,6:30:00
7225-549,6:30:00
22187-214245,10:00:00
11369-104643,6:00:00
55853-288911,8:00:00
2789-82921,5:30:00
67778-302538,10:00:00
10464-100067,6:30:00
25330-231726,11:00:00
19502-199264,5:00:00
13632-105641,6:30:00
803-2021,5:30:00
7303-1250,6:30:00
7755-32200,5:30:00
14369-115444,5:30:00
29968-256107,5:30:00
846-2045,5:30:00
7533-6907,5:00:00
70349-137946,7:00:00
11931-106884,6:00:00
879-2008,5:30:00
7209-548,6:30:00
14785-128844,5:30:00
27964-249228,5:30:00
20966-208924,8:00:00
73856-93632,7:00:00
21769-210086,13:30:00
23265-228866,6:00:00
62820-297206,5:30:00
76239-88982,8:00:00
75988-107245,8:00:00
75697-94324,3:30:00
74430-51979,6:00:00
79664-81037,6:00:00
25371-240771,5:00:00
11426-99254,6:00:00
72784-33081,6:00:00
72788-84447,6:00:00
8973-85630,6:00:00
24936-233524,5:30:00
3774-145044,8:00:00
9622-85633,5:30:00
74352-84449,6:00:00
72727-61659,6:00:00
12449-152385,5:30:00
3513-125945,6:00:00
74266-52019,6:00:00
75323-100264,7:00:00
20349-108249,6:00:00
76943-129964,8:00:00
17941-159568,5:30:00
75471-106357,6:00:00
74265-64199,6:00:00
10126-97747,5:00:00
72772-78880,6:00:00
4146-104969,6:00:00
17912-136436,5:00:00
72773-82040,6:00:00
76916-131305,8:00:00
15313-159926,5:00:00
72980-94694,6:00:00
13503-105651,6:00:00
67781-302546,10:00:00
19471-195827,8:00:00
62901-296063,5:00:00
62162-295338,5:30:00
73712-107441,7:00:00
56038-289099,5:30:00
24423-237087,6:00:00
76800-108306,8:00:00
27869-243565,6:00:00
15730-158565,5:30:00
59281-292548,4:30:00
59280-292534,5:00:00
57618-290675,5:30:00
25491-228704,7:00:00
53410-193147,8:00:00
53859-285989,7:00:00
63554-297033,5:30:00
2917-83861,5:30:00
63059-295337,5:30:00
59632-293235,5:30:00
8573-86302,5:00:00
61508-294567,5:30:00
9584-202508,6:00:00
76291-90865,8:00:00
28861-240394,6:00:00
55827-289683,5:30:00
29555-243769,6:00:00
56769-290303,5:00:00
75319-99450,7:00:00
79302-91582,6:00:00
19469-199805,8:00:00
11292-100576,5:00:00
65193-298837,5:00:00
56070-289239,6:00:00
52026-280267,5:30:00
62163-295127,5:30:00
19804-192444,5:00:00
73891-107434,6:00:00
47387-257326,5:30:00
53705-281347,5:30:00
79279-99191,6:00:00
76271-90866,8:00:00
62918-294397,4:30:00
58585-291112,7:00:00
21585-176746,6:00:00
19248-100620,5:00:00
8397-27030,5:30:00
75565-46819,9:00:00
75844-100381,5:00:00
21468-211324,6:00:00
8359-286098,6:00:00
29211-251945,6:00:00
76849-111226,8:00:00
57994-284424,6:30:00
14467-117524,5:30:00
29374-250827,5:30:00
70032-110564,7:00:00
79437-105148,6:00:00
47252-243767,6:00:00
52822-283118,6:00:00
63405-295650,5:30:00
55969-251699,7:00:00
58528-291459,5:30:00
8409-20539,7:00:00
17580-172905,8:00:00
79399-102968,6:00:00
8342-13008,6:00:00
19259-197345,7:00:00
52767-279292,6:00:00
20666-179844,6:00:00
19874-182668,6:00:00
56987-290934,6:30:00
75355-102086,7:30:00
13435-106332,5:30:00
22991-221024,6:00:00
14191-113826,5:00:00
6634-71164,5:00:00
51513-267865,6:00:00
51512-267868,6:00:00
67438-301604,6:00:00
57881-291051,5:00:00
22314-214967,8:00:00
6757-78160,5:00:00
59329-293190,5:00:00
23199-224626,7:30:00
63267-297540,7:00:00
10596-101381,6:00:00
14530-124284,4:30:00
79535-105479,6:00:00
22921-215984,4:30:00
74375-90501,5:30:00
50825-270086,5:00:00
6701-74985,4:30:00
76982-136614,8:00:00
55729-284805,6:00:00
13768-108345,5:00:00
52501-270085,5:00:00
10839-101591,5:00:00
10913-101634,4:30:00
5477-1215,4:30:00
75361-102358,5:30:00
10207-75000,4:30:00
75466-108472,5:00:00
11193-103793,4:30:00
13629-107447,4:30:00
9920-98187,4:30:00
8768-255745,5:00:00
75467-103274,7:00:00
6680-72691,4:30:00
23891-233550,8:00:00
8129-95441,10:00:00
9886-98590,7:00:00
5537-1283,6:00:00
54516-286755,7:00:00
51285-272746,6:00:00
6665-72689,5:00:00
6786-75003,5:30:00
5355-948,5:00:00
9843-293115,5:00:00
9482-96923,4:30:00
9767-98186,5:00:00
5811-14351,5:00:00
6527-53840,5:30:00
74231-61679,6:00:00
29714-254945,5:00:00
11274-103841,5:00:00
17327-158004,0:00:00
5827-3248,5:00:00
13204-107037,5:00:00
9481-96922,5:00:00
3477-75002,5:00:00
60650-182606,8:00:00
6597-64160,5:00:00
17058-176749,8:00:00
13969-109205,5:00:00
76888-122708,8:00:00
56632-285776,5:00:00
13673-108436,6:00:00
7671-17774,5:30:00
70035-79577,7:00:00
22801-219645,8:00:00
25010-236109,6:00:00
713-103454,5:00:00
61017-295242,6:00:00
74726-92300,6:00:00
7803-66761,5:00:00
74904-82345,6:00:00
7662-36839,6:00:00
74223-53819,6:00:00
56271-289039,8:00:00
727-2029,5:00:00
706-286110,5:30:00
7730-7514,5:00:00
74203-35039,6:00:00
7479-7509,5:30:00
29479-253969,6:00:00
7537-11783,5:00:00
56508-290156,10:00:00
7703-46279,5:30:00
11208-241105,6:30:00
7322-108674,7:30:00
7578-20499,5:00:00
70321-103377,6:00:00
76386-97063,8:00:00
7605-7515,5:30:00
62525-296649,7:00:00
9926-98924,5:30:00
65576-299495,6:00:00
48338-262345,5:00:00
60959-294541,6:00:00
47801-256186,6:30:00
75695-79930,6:30:00
70025-105019,7:00:00
75119-60419,7:00:00
11293-104144,5:30:00
10173-97266,5:30:00
67548-300571,7:00:00
3509-142865,5:00:00
11820-106483,5:30:00
26008-237282,8:00:00
76590-97611,8:00:00
60961-293741,6:00:00
48688-264565,5:00:00
8536-65600,5:30:00
17007-144605,6:00:00
9780-97264,5:00:00
58224-292236,7:00:00
55204-288993,6:00:00
11655-105044,5:30:00
21676-194333,8:00:00
29203-252845,5:30:00
72549-101114,6:00:00
17546-166068,7:00:00
50427-273646,8:00:00
17932-186985,7:00:00
48896-215025,8:00:00
11656-105033,5:30:00
62760-297036,6:00:00
17209-170647,6:00:00
19129-192727,5:30:00
8578-82640,5:00:00
19309-200485,7:00:00
72550-101116,6:00:00
61294-295563,7:00:00
8590-85180,5:30:00
72657-64919,8:00:00
73972-107551,6:00:00
47932-260505,5:00:00
72567-108104,6:00:00
8114-95791,5:00:00
7520-3047,6:00:00
7278-601,5:30:00
73950-96652,6:00:00
51382-278187,6:00:00
76285-90998,8:00:00
832-2026,5:00:00
10514-101367,5:00:00
73888-124166,6:00:00
6615-65341,6:00:00
23653-201464,6:00:00
5397-1286,6:00:00
72901-82206,6:00:00
74366-83224,6:00:00
19855-92925,6:00:00
73754-103426,6:00:00
19548-183944,6:00:00
62811-286495,6:00:00
76434-95682,8:00:00
53783-156111,6:00:00
73953-101200,6:00:00
22944-182071,5:00:00
56709-289920,7:00:00
27300-241524,8:00:00
74335-82182,6:00:00
5372-165565,4:00:00
59240-292615,8:00:00
73824-111025,6:00:00
75672-94216,8:00:00
20281-150104,7:00:00
57243-290382,7:00:00
52482-272847,6:00:00
8627-94107,6:00:00
23471-216524,5:00:00
26676-244911,5:30:00
47907-255145,5:00:00
9517-95430,5:30:00
23308-222924,5:00:00
76217-89125,8:00:00
76399-96269,8:00:00
10362-97313,5:00:00
8279-1244,5:00:00
59239-290360,8:00:00
73883-108616,6:00:00
13852-108653,5:00:00
56240-288602,8:00:00
49008-266131,5:00:00
75133-64500,7:30:00
13947-108651,5:00:00
52127-280805,5:00:00
14263-116745,5:00:00
52044-279770,8:00:00
76924-127273,8:00:00
3198-103665,6:00:00
75520-103839,6:00:00
63505-296800,7:00:00
27777-248704,5:30:00
52023-279204,6:30:00
62568-295489,5:00:00
23946-152242,7:00:00
18009-176405,5:00:00
25746-241804,5:30:00
2362-5953,5:30:00
76860-116533,8:00:00
54251-284309,7:00:00
24571-237110,5:00:00
13511-106827,5:30:00
55209-283449,8:00:00
2311-1627,5:30:00
63259-296185,5:00:00
2952-91423,5:30:00
22519-177084,7:30:00
25392-232324,5:30:00
7945-91424,5:00:00
75700-94925,4:30:00
51715-278585,4:30:00
75707-94924,4:30:00
72363-6130,4:30:00
11729-105547,5:00:00
2379-9732,6:00:00
76442-90445,7:00:00
11760-105546,5:00:00
53585-285788,5:00:00
27883-242002,6:00:00
3893-146067,8:00:00
47442-258184,5:00:00
9918-66644,5:00:00
2405-14530,5:30:00
13811-104789,5:30:00
15517-156745,8:00:00
62677-294729,5:00:00
29445-253768,5:00:00
23826-232925,5:00:00
11848-105625,4:30:00
60374-293763,7:00:00
7450-2905,5:00:00
23935-234365,8:00:00
2765-92704,10:30:00
833-2032,5:00:00
56511-290150,11:00:00
65534-299182,5:00:00
25848-232710,8:00:00
7522-11961,5:00:00
802-267624,6:30:00
54813-288376,5:00:00
52676-282650,6:30:00
17087-170524,6:00:00
13978-114727,5:30:00
24484-238005,4:30:00
19908-171970,8:00:00
7269-282651,5:00:00
9269-96182,5:00:00
7258-600,5:00:00
51577-278268,7:00:00
19845-198224,5:30:00
76315-90423,8:00:00
7812-76680,5:30:00
15489-156767,8:00:00
9984-98936,6:00:00
58648-290701,5:00:00
66360-299922,5:30:00
14138-114271,5:00:00
17019-173004,5:00:00
56282-286410,7:00:00
7773-45760,5:00:00
23501-214246,8:00:00
15208-156772,8:00:00
8988-95482,5:00:00
885-1789,5:30:00
876-2005,6:00:00
29072-251350,5:00:00
19383-196604,5:00:00
11757-104252,6:00:00
75808-98096,5:00:00
66214-299811,6:00:00
57893-291896,5:00:00
55512-289374,4:00:00
29720-255004,5:00:00
7550-8914,5:30:00
59140-290742,6:00:00
13862-101607,4:30:00
76560-96841,8:00:00
74459-95598,5:00:00
492-248725,4:30:00
79624-112845,6:00:00
14370-108622,5:30:00
9924-98960,4:30:00
51995-272484,6:00:00
8738-84545,4:00:00
9611-96899,5:00:00
74417-83343,6:00:00
74682-97009,5:00:00
429-247067,5:00:00
72911-83342,6:00:00
14305-115144,4:30:00
74324-79121,5:00:00
79661-101963,6:00:00
61108-294435,5:00:00
8735-253993,5:00:00
23688-223266,9:00:00
74316-79120,5:00:00
22430-217004,5:00:00
63682-295269,5:00:00
10170-96331,5:30:00
74778-98723,6:00:00
8736-94344,5:00:00
19454-194884,7:30:00
74863-97824,6:00:00
74804-98721,6:00:00
72793-57539,6:00:00
74976-104178,6:00:00
25772-239626,5:00:00
2916-82363,5:00:00
15618-154524,5:00:00
482-247985,4:30:00
55353-286000,6:00:00
72234-22482,6:00:00
50889-237490,8:00:00
2795-83781,4:30:00
13326-105968,5:30:00
497-291827,4:30:00
76261-81044,7:00:00
3410-275646,5:00:00
22478-206224,4:30:00
25108-237985,5:00:00
74205-111765,6:00:00
27541-244910,8:00:00
74304-77300,6:00:00
14374-115044,5:00:00
720-1124,5:00:00
7706-13747,5:00:00
13593-108177,6:00:00
7350-780,5:30:00
7452-3069,5:30:00
70302-137284,6:30:00
7572-13731,6:00:00
21424-211944,7:00:00
723-2014,5:30:00
23852-232305,6:00:00
7615-25448,5:00:00
21159-160244,5:30:00
714-1125,5:00:00
7762-62959,6:00:00
79478-104004,6:00:00
74440-83330,6:00:00
49110-265004,7:30:00
47128-254347,6:00:00
9377-255046,5:30:00
51567-277365,7:00:00
7847-51320,8:00:00
56509-290158,11:00:00
21887-165025,7:00:00
28852-250712,5:30:00
10847-102093,5:30:00
14483-95010,4:30:00
76865-118484,8:00:00
52846-279827,6:00:00
8936-94998,4:00:00
73682-99504,6:00:00
10476-95011,4:00:00
74769-97828,6:00:00
49254-266485,10:00:00
61433-295461,4:30:00
17902-182866,4:30:00
13914-108406,5:00:00
9786-95012,4:30:00
377-260,4:30:00
9486-95006,4:30:00
28274-94695,6:00:00
49420-266384,4:30:00
10848-101753,4:00:00
79753-126044,6:00:00
9724-98010,4:30:00
79635-104199,6:00:00
79729-125946,6:00:00
79623-112846,6:00:00
10402-100742,5:00:00
74937-102627,6:00:00
9448-94995,4:30:00
79704-117084,6:00:00
3287-7727,5:00:00
79688-101068,6:00:00
73541-50500,6:00:00
58024-286040,6:00:00
58513-292391,5:00:00
6416-36059,5:30:00
76817-110964,8:00:00
11573-263949,5:00:00
11659-104890,5:00:00
76870-121287,8:00:00
13662-101856,5:00:00
72847-93276,6:00:00
58137-290750,4:30:00
47271-247533,6:00:00
10087-98926,5:00:00
23831-230764,4:30:00
18377-178325,9:00:00
20144-186530,4:30:00
72559-102569,6:00:00
6501-207304,5:00:00
74526-57179,6:00:00
65888-298933,5:00:00
6398-29475,5:00:00
72766-78304,6:00:00
6242-628,6:00:00
76120-88886,8:00:00
72659-64939,8:00:00
6345-230684,5:00:00
6426-26988,4:30:00
6950-74049,10:00:00
7955-95799,5:00:00
75218-82428,7:00:00
25210-189308,5:30:00
72973-86566,6:00:00
14389-117424,5:00:00
20134-189307,5:00:00
14501-114145,4:30:00
49668-266022,5:00:00
72582-106229,6:00:00
72765-78321,6:00:00
6737-270585,5:00:00
11379-103801,4:30:00
17414-107536,6:00:00
72680-64242,8:00:00
10653-100310,5:00:00
22389-180846,5:00:00
20143-186531,5:00:00
70359-139514,8:00:00
6308-252264,4:30:00
14307-114144,5:00:00
13724-108180,5:00:00
72584-101493,6:00:00
27535-247229,4:00:00
13478-107190,4:30:00
65915-297479,5:00:00
79630-113256,6:00:00
6643-62565,5:00:00
72681-64280,8:00:00
20168-201725,6:00:00
76883-121248,8:00:00
53267-277737,5:00:00
62184-294845,5:00:00
27171-107532,6:00:00
60032-293295,8:00:00
79697-121064,6:00:00
75328-101613,7:00:00
11822-105441,5:00:00
76122-88862,8:00:00
6375-14891,5:00:00
79679-117024,6:00:00
54431-277738,5:00:00
22384-213344,7:00:00
6272-238047,6:00:00
60452-293297,6:00:00
692-1352,6:30:00
78062-115644,6:30:00
70003-103666,7:00:00
65755-299665,6:00:00
47236-254186,6:00:00
75174-83220,8:00:00
57900-290501,6:30:00
10648-101241,5:00:00
54231-276611,5:00:00
65666-298969,5:00:00
79672-108396,6:00:00
3801-153224,6:00:00
3234-1333,5:30:00
11259-228348,5:00:00
11122-102163,5:00:00
76167-90640,8:00:00
361-97919,4:30:00
9296-94982,5:00:00
28282-92405,6:00:00
8138-282672,4:30:00
79590-106152,6:00:00
79262-100348,6:00:00
23883-233390,8:00:00
60984-294240,5:30:00
74787-98720,6:00:00
3342-29815,5:30:00
14798-129344,5:30:00
9908-94983,5:00:00
3378-68300,5:00:00
54483-284239,6:00:00
3209-247424,5:00:00
3230-842,5:00:00
3284-2766,5:00:00
3968-139824,6:00:00
79243-94697,6:00:00
3377-68280,5:00:00
74251-51959,6:00:00
360-101155,5:00:00
79513-104217,6:00:00
76660-99429,8:00:00
14719-125944,5:00:00
8935-95003,5:00:00
8849-95002,5:00:00
3916-136885,6:00:00
8681-94430,5:00:00
3450-93467,5:00:00
62198-290185,4:30:00
20173-189045,4:30:00
74252-52020,6:00:00
74913-100330,6:00:00
25789-229745,7:00:00
29249-253092,4:30:00
73116-21391,6:00:00
72722-57699,6:00:00
3269-2645,6:00:00
8655-93494,5:00:00
52370-280928,5:00:00
74777-97827,5:00:00
13932-108409,5:00:00
23948-217224,7:00:00
73865-100234,6:00:00
28771-247391,5:30:00
56062-288896,5:00:00
15100-181047,8:00:00
79467-101092,6:00:00
8386-294437,5:00:00
76595-95739,8:00:00
26226-243764,6:00:00
13369-106887,6:00:00
25215-229708,6:00:00
47257-121745,6:00:00
9794-94580,5:00:00
76821-108307,8:00:00
8231-248031,5:30:00
17527-181565,8:00:00
73733-108007,6:00:00
50763-276066,6:00:00
54772-284364,6:00:00
17529-182387,6:00:00
17664-182388,5:30:00
17526-182386,6:00:00
58169-291874,6:00:00
9703-97484,6:00:00
51726-261384,7:00:00
8291-4172,7:00:00
48276-259908,5:30:00
19653-173525,6:00:00
18726-176747,6:00:00
51641-271744,5:00:00
50271-271725,5:30:00
15460-115166,7:30:00
10267-95176,5:30:00
72679-64284,8:00:00
8118-95813,4:30:00
29469-253404,6:00:00
18506-190544,7:00:00
10683-101761,5:30:00
47800-244884,7:00:00
65341-297931,0:00:00
8209-817,6:00:00
65691-299261,6:00:00
75536-46399,6:00:00
47796-246588,6:00:00
61792-295437,7:00:00
75871-10612,6:00:00
49980-267166,5:30:00
75155-74820,7:00:00
8287-214445,5:30:00
50771-276115,6:00:00
9479-96696,5:30:00
20345-204770,7:00:00
13637-95960,7:00:00
72947-94717,6:00:00
8799-95014,4:30:00
29625-254250,8:00:00
9452-218446,4:30:00
26334-244304,4:30:00
6545-62659,5:00:00
24168-231371,4:30:00
56489-290162,11:00:00
5507-1460,6:00:00
25063-231370,4:00:00
9351-95997,5:30:00
8779-94589,4:00:00
10659-101520,4:30:00
58504-292656,4:30:00
24287-231369,4:00:00
27215-245385,5:00:00
8657-243615,4:30:00
49423-266066,4:30:00
6651-74906,4:30:00
23645-231368,4:30:00
6613-247548,5:00:00
47697-257764,5:00:00
6713-76480,5:00:00
60448-293727,11:00:00
5813-21161,5:00:00
28281-247824,5:00:00
21249-210126,8:00:00
5976-43199,5:00:00
15586-142024,8:00:00
5680-182264,4:30:00
15626-157284,4:30:00
8749-94565,4:30:00
25006-237487,8:00:00
48425-262064,5:00:00
6672-68905,5:00:00
17415-158784,4:30:00
15831-152239,7:00:00
5834-22761,4:30:00
8343-14231,6:00:00
10231-97300,5:00:00
8586-221545,5:00:00
62156-295031,6:30:00
63974-295508,6:00:00
58166-290744,5:00:00
67708-302509,6:00:00
16059-164885,7:00:00
11400-105413,5:00:00
9459-94139,5:00:00
55615-285819,5:00:00
76945-136622,8:00:00
8375-285779,5:00:00
27734-248507,5:30:00
8306-5464,5:30:00
59753-292669,6:00:00
65061-292330,7:00:00
72493-148524,5:00:00
11715-104770,6:00:00
75787-153144,5:00:00
21315-196345,5:00:00
76833-98119,8:00:00
27178-154067,9:00:00
8868-90582,6:00:00
19197-137144,6:00:00
47494-250731,6:00:00
13779-108621,5:00:00
22706-222686,5:00:00
18675-189964,5:00:00
75268-97436,6:00:00
8418-41260,5:00:00
18944-175726,8:00:00
23642-225124,5:30:00
9587-97243,5:00:00
24427-237908,4:30:00
25845-235684,7:00:00
70067-133044,7:00:00
3453-93234,5:00:00
72614-22325,8:00:00
8560-79440,5:30:00
72615-22327,8:00:00
6965-85181,5:00:00
76843-111224,8:00:00
3478-92800,5:00:00
11083-267625,5:00:00
13703-107628,5:00:00
64732-294806,6:30:00
23630-227625,5:30:00
5108-145307,8:00:00
6964-86620,6:00:00
59586-292654,5:00:00
24032-228009,6:00:00
76912-128666,8:00:00
63683-297435,7:00:00
76795-96265,8:00:00
13210-95453,5:00:00
10796-102254,5:00:00
57670-291162,5:30:00
17221-169985,5:00:00
23672-230991,5:00:00
74847-98372,6:00:00
5691-1945,5:00:00
74914-101169,6:00:00
73720-103459,6:00:00
56912-290627,8:00:00
52166-278770,4:30:00
51873-279294,4:00:00
74964-101016,5:00:00
48881-257949,6:00:00
8745-94406,4:30:00
8976-95252,5:30:00
19981-181344,5:00:00
72597-108208,6:00:00
8744-94658,5:00:00
5927-37539,5:30:00
3498-101171,6:00:00
65661-126784,6:00:00
49977-270584,4:30:00
6920-87200,5:00:00
10708-251064,5:00:00
50852-270846,6:00:00
8104-95249,5:30:00
76195-92081,8:00:00
9814-94810,5:00:00
6612-63459,5:00:00
47599-258965,5:00:00
5398-289512,5:00:00
79579-101021,5:30:00
8901-95251,5:00:00
76190-88967,8:00:00
14809-123285,5:30:00
48882-257947,6:00:00
74742-97732,5:00:00
5090-144826,8:00:00
21359-197874,7:00:00
70053-117804,8:00:00
79671-113975,5:30:00
5509-189026,5:00:00
65352-299467,6:00:00
79578-103457,5:00:00
5505-1630,5:30:00
79702-113972,5:00:00
52363-279864,4:30:00
75360-99029,6:00:00
73176-21705,6:00:00
6683-257544,4:30:00
70314-140366,6:00:00
72591-103461,6:00:00
49539-267571,5:00:00
47589-258970,6:00:00
79736-103811,6:00:00
3314-9472,4:30:00
72174-22481,6:00:00
73168-21448,6:00:00
60462-293340,5:00:00
3349-39259,5:30:00
74220-35466,6:00:00
28272-101221,6:00:00
23526-225384,5:00:00
9305-94615,4:30:00
63631-297815,5:00:00
74785-99753,6:00:00
76243-90660,7:00:00
74494-96221,6:00:00
3291-8667,6:00:00
16106-106263,6:00:00
57300-288518,5:00:00
65551-299139,5:00:00
56856-115246,6:00:00
3344-28067,5:00:00
74764-103813,6:00:00
13917-96519,4:30:00
17747-173586,4:00:00
13327-106751,5:00:00
79616-104103,6:00:00
70346-137984,8:00:00
2876-91761,5:30:00
52165-277769,5:30:00
56176-289968,6:00:00
76686-102071,8:00:00
9980-98738,5:30:00
3430-92802,5:30:00
57609-290076,5:00:00
55097-288457,6:00:00
56073-289344,5:30:00
78072-107563,11:00:00
2427-248932,8:30:00
23002-223746,5:00:00
19904-193524,5:00:00
76349-96991,8:00:00
8609-86900,5:30:00
50197-271147,6:00:00
24433-207624,8:00:00
8119-94661,5:00:00
21358-211207,4:30:00
14335-116145,4:30:00
23211-103857,6:30:00
15749-162105,5:00:00
52120-280492,5:00:00
2263-1296,5:30:00
26266-241593,4:30:00
14234-114825,5:30:00
2535-286329,6:00:00
50754-276149,4:30:00
2221-210164,5:00:00
56243-288488,8:00:00
75461-103858,7:00:00
63608-298005,6:00:00
13754-108020,5:00:00
2470-260565,5:30:00
11496-103806,5:00:00
2585-225204,5:00:00
76626-99065,7:00:00
2249-216204,5:00:00
15842-143229,8:00:00
2287-209786,5:00:00
15584-156749,8:00:00
2746-292022,5:00:00
27510-245444,5:00:00
17730-178946,5:00:00
2726-85202,5:30:00
9949-98563,4:30:00
48177-261878,4:30:00
13440-104626,5:30:00
12939-154904,6:00:00
27406-246706,5:00:00
76563-98134,8:00:00
72318-5706,6:00:00
76251-90355,7:00:00
72407-3789,5:00:00
72316-5704,5:30:00
15487-156756,8:00:00
